"gene.ID","log2FoldChange","up","down","Effect","gene.annotation"
"PGEN_.00g123000",-1.83570267382131,FALSE,TRUE,"Day7_MAversusAM",NA
"PGEN_.00g124090",-3.10895128897335,FALSE,TRUE,"Day7_primary",NA
"PGEN_.00g126730",-1.75425641925297,FALSE,TRUE,"Day7_second",NA
"PGEN_.00g127500",1.05409414856821,TRUE,FALSE,"Day14_primary","FYVE and coiled-coil domain-containing protein 1 (Zinc finger FYVE domain-containing protein 7)"
"PGEN_.00g127580",11.509219771101,TRUE,FALSE,"Day21_primary",NA
"PGEN_.00g127580",6.99092441187762,TRUE,FALSE,"Day14_primary",NA
"PGEN_.00g127990",-1.85442063937183,FALSE,TRUE,"Day7_MAversusAM","Collagen alpha-1(XII) chain"
"PGEN_.00g127990",5.91801366859383,TRUE,FALSE,"Day21_primary","Collagen alpha-1(XII) chain"
"PGEN_.00g127990",4.87201656523794,TRUE,FALSE,"Day14_primary","Collagen alpha-1(XII) chain"
"PGEN_.00g127990",-2.61569632445992,FALSE,TRUE,"Day7_second","Collagen alpha-1(XII) chain"
"PGEN_.00g129560",-2.24101160352338,FALSE,TRUE,"Day14_primary","Septin-5"
"PGEN_.00g130020",4.81271879976939,TRUE,FALSE,"Day14_primary","Fatty acid-binding protein 1"
"PGEN_.00g130020",6.65312468962895,TRUE,FALSE,"Day21_primary","Fatty acid-binding protein 1"
"PGEN_.00g130110",4.63018974481767,TRUE,FALSE,"Day7_primary",NA
"PGEN_.00g130110",-1.67803013144417,FALSE,TRUE,"Day7_MAversusAM",NA
"PGEN_.00g130110",3.45277443375185,TRUE,FALSE,"Day14_primary",NA
"PGEN_.00g130320",-5.9093783739583,FALSE,TRUE,"Day14_primary",NA
"PGEN_.00g130320",-11.9164377691203,FALSE,TRUE,"Day21_primary",NA
"PGEN_.00g130390",-15.5228920033316,FALSE,TRUE,"Day21_primary",NA
"PGEN_.00g130390",-4.54603591187351,FALSE,TRUE,"Day14_primary",NA
"PGEN_.00g130390",-7.42422749844393,FALSE,TRUE,"Day7_primary",NA
"PGEN_.00g130650",-2.82735932660709,TRUE,FALSE,"Day0_primary",NA
"PGEN_.00g130720",4.30323561003982,TRUE,FALSE,"Day14_primary",NA
"PGEN_.00g130720",-1.89138274355497,FALSE,TRUE,"Day7_MAversusAM",NA
"PGEN_.00g130720",6.27047307155941,TRUE,FALSE,"Day21_primary",NA
"PGEN_.00g130720",-2.58669982830649,FALSE,TRUE,"Day7_second",NA
"PGEN_.00g130760",3.92136134996524,TRUE,FALSE,"Day14_primary",NA
"PGEN_.00g131030",4.04292901639268,TRUE,FALSE,"Day14_primary","Alpha-ketoglutarate-dependent dioxygenase alkB homolog 4 (Alkylated DNA repair protein alkB homolog 4) (DNA N6-methyl adenine demethylase ALKBH4) (EC 1.14.11.51) (Lysine-specific demethylase ALKBH4) (EC 1.14.11.-)"
"PGEN_.00g131360",4.09724469596546,TRUE,FALSE,"Day14_primary",NA
"PGEN_.00g131380",6.92733221131384,TRUE,FALSE,"Day21_primary","Perlucin-like protein"
"PGEN_.00g131380",4.99878118240887,TRUE,FALSE,"Day14_primary","Perlucin-like protein"
"PGEN_.00g131800",4.24455283938679,TRUE,FALSE,"Day14_primary",NA
"PGEN_.00g131800",6.48193428211701,TRUE,FALSE,"Day21_primary",NA
"PGEN_.00g131800",-1.64304318889143,FALSE,TRUE,"Day7_MAversusAM",NA
"PGEN_.00g132220",3.79607846061472,TRUE,FALSE,"Day14_primary","GTP cyclohydrolase 1 (EC 3.5.4.16) (GTP cyclohydrolase I) (GTP-CH-I)"
"PGEN_.00g132550",-1.59128156482482,TRUE,FALSE,"Day0_primary",NA
"PGEN_.00g133710",6.46137467960898,TRUE,FALSE,"Day21_primary",NA
"PGEN_.00g133710",3.57834881526996,TRUE,FALSE,"Day7_primary",NA
"PGEN_.00g133710",5.59450079684278,TRUE,FALSE,"Day14_primary",NA
"PGEN_.00g133710",-2.0180952252495,FALSE,TRUE,"Day7_MAversusAM",NA
"PGEN_.00g133820",5.47015298685834,TRUE,FALSE,"Day21_primary",NA
"PGEN_.00g133820",-2.26066118024867,FALSE,TRUE,"Day7_second",NA
"PGEN_.00g133820",-1.62353825509288,FALSE,TRUE,"Day7_MAversusAM",NA
"PGEN_.00g134790",-1.28683852932733,FALSE,TRUE,"Day14_primary",NA
"PGEN_.00g135000",1.53899425264904,TRUE,FALSE,"Day14_primary","Phosphatidylinositol transfer protein alpha isoform (PI-TP-alpha) (PtdIns transfer protein alpha) (PtdInsTP alpha)"
"PGEN_.00g139840",4.94427798730908,TRUE,FALSE,"Day14_primary","Fructose-bisphosphate aldolase (EC 4.1.2.13)"
"PGEN_.00g139900",-8.03668155907105,FALSE,TRUE,"Day21_primary",NA
"PGEN_.00g139980",-4.39789783617102,FALSE,TRUE,"Day14_primary","Asparagine-rich protein (Prism uncharacterized shell protein 1) (PUSP1)"
"PGEN_.00g141870",3.22373203821801,TRUE,FALSE,"Day21_primary","Peroxisomal membrane protein 2"
"PGEN_.00g142010",5.76930090736083,TRUE,FALSE,"Day14_primary",NA
"PGEN_.00g142010",12.3693725733337,TRUE,FALSE,"Day21_primary",NA
"PGEN_.00g143630",5.38286373381267,TRUE,FALSE,"Day14_primary","Tereporin-Ca1 (Actinoporin-like protein) (Fragment)"
"PGEN_.00g145150",4.14651133941575,TRUE,FALSE,"Day14_primary",NA
"PGEN_.00g145340",2.67864723324959,TRUE,FALSE,"Day21_primary","SEC14-like protein 2 (Alpha-tocopherol-associated protein) (TAP) (Squalene transfer protein) (Supernatant protein factor) (SPF)"
"PGEN_.00g145490",-3.08536721131359,FALSE,TRUE,"Day7_second","UPF0764 protein C16orf89 homolog"
"PGEN_.00g145490",9.12921169928222,TRUE,FALSE,"Day21_primary","UPF0764 protein C16orf89 homolog"
"PGEN_.00g145490",4.64166080134846,TRUE,FALSE,"Day14_primary","UPF0764 protein C16orf89 homolog"
"PGEN_.00g145490",-1.94589951284617,FALSE,TRUE,"Day7_MAversusAM","UPF0764 protein C16orf89 homolog"
"PGEN_.00g145530",5.36569709018005,TRUE,FALSE,"Day21_primary",NA
"PGEN_.00g145530",-1.75097915649665,FALSE,TRUE,"Day7_MAversusAM",NA
"PGEN_.00g145960",-1.13648070233674,FALSE,TRUE,"Day14_primary","Metabotropic glutamate receptor 3 (mGluR3)"
"PGEN_.00g146060",5.70817540140501,TRUE,FALSE,"Day14_primary",NA
"PGEN_.00g146090",2.72882596415169,TRUE,FALSE,"Day14_primary","Lactase-phlorizin hydrolase (Lactase-glycosylceramidase) [Includes: Lactase (EC 3.2.1.108); Phlorizin hydrolase (EC 3.2.1.62)]"
"PGEN_.00g146110",-1.14920518560432,FALSE,TRUE,"Day14_primary",NA
"PGEN_.00g146370",5.44985544542486,TRUE,FALSE,"Day21_primary","1-deoxyxylulose-5-phosphate synthase YajO (EC 1.1.-.-)"
"PGEN_.00g146370",-2.29193973634908,FALSE,TRUE,"Day7_MAversusAM","1-deoxyxylulose-5-phosphate synthase YajO (EC 1.1.-.-)"
"PGEN_.00g146370",-3.26206470160308,FALSE,TRUE,"Day7_second","1-deoxyxylulose-5-phosphate synthase YajO (EC 1.1.-.-)"
"PGEN_.00g147340",3.23695809059796,TRUE,FALSE,"Day14_primary",NA
"PGEN_.00g147360",-2.34814237340106,FALSE,TRUE,"Day7_MAversusAM",NA
"PGEN_.00g147360",-3.03507441840566,FALSE,TRUE,"Day7_second",NA
"PGEN_.00g147530",3.23986301146824,TRUE,FALSE,"Day7_second",NA
"PGEN_.00g149120",5.3082644714019,TRUE,FALSE,"Day14_primary",NA
"PGEN_.00g149930",-2.33906594509472,FALSE,TRUE,"Day21_primary","SH2B adapter protein 1 (Pro-rich, PH and SH2 domain-containing signaling mediator) (PSM) (SH2 domain-containing protein 1B) (SH2-B PH domain-containing signaling mediator 1)"
"PGEN_.00g149990",-14.2898086188163,FALSE,TRUE,"Day7_primary",NA
"PGEN_.00g149990",-17.5383911650236,FALSE,TRUE,"Day21_primary",NA
"PGEN_.00g150640",1.7534517490882,TRUE,FALSE,"Day14_primary","Oxysterol-binding protein 2 (Oxysterol-binding protein-related protein 4) (ORP-4) (OSBP-related protein 4)"
"PGEN_.00g152150",7.46773705735312,TRUE,FALSE,"Day21_primary","Complement C1q-like protein 4 (C1q and tumor necrosis factor-related protein 11) (C1q/TNF-related protein 11)"
"PGEN_.00g152150",5.02678960860077,TRUE,FALSE,"Day14_primary","Complement C1q-like protein 4 (C1q and tumor necrosis factor-related protein 11) (C1q/TNF-related protein 11)"
"PGEN_.00g155150",4.32174831716758,TRUE,FALSE,"Day14_primary","Aldose reductase-related protein 2 (AR) (EC 1.1.1.21) (Aldehyde reductase) (Aldo-keto reductase)"
"PGEN_.00g155150",4.0049310142306,TRUE,FALSE,"Day7_primary","Aldose reductase-related protein 2 (AR) (EC 1.1.1.21) (Aldehyde reductase) (Aldo-keto reductase)"
"PGEN_.00g155170",2.66203038812025,TRUE,FALSE,"Day14_primary","Sulfotransferase family cytosolic 1B member 1 (ST1B1) (Sulfotransferase 1B1) (EC 2.8.2.-)"
"PGEN_.00g155530",3.23799206608942,TRUE,FALSE,"Day14_primary","MAM and LDL-receptor class A domain-containing protein 2 (Skeletal organic matrix MAM and LDL-receptor 2) (SOM MAM and LDL-receptor 2) (Fragment)"
"PGEN_.00g155650",-7.40304493087803,FALSE,TRUE,"Day7_primary","Protein PIF [Cleaved into: Protein Pif97; Protein Pif80 (Aragonite-binding protein)]"
"PGEN_.00g155710",-1.25157288537503,FALSE,TRUE,"Day7_MAversusAM","RUN domain-containing protein 1"
"PGEN_.00g155710",-1.99445509639372,FALSE,TRUE,"Day7_second","RUN domain-containing protein 1"
"PGEN_.00g156050",3.07699740346041,TRUE,FALSE,"Day7_primary","Sulfotransferase 1C2 (ST1C2) (EC 2.8.2.-) (Sulfotransferase 1C1) (SULT1C#1) (humSULTC2)"
"PGEN_.00g156050",-1.82606680723605,FALSE,TRUE,"Day7_MAversusAM","Sulfotransferase 1C2 (ST1C2) (EC 2.8.2.-) (Sulfotransferase 1C1) (SULT1C#1) (humSULTC2)"
"PGEN_.00g156260",4.05301348281761,TRUE,FALSE,"Day14_primary","Prostaglandin reductase-3 (PTGR-3) (EC 1.3.1.48) (15-oxoprostaglandin 13-reductase) (Zinc-binding alcohol dehydrogenase domain-containing protein 2)"
"PGEN_.00g156260",5.81241094055505,TRUE,FALSE,"Day21_primary","Prostaglandin reductase-3 (PTGR-3) (EC 1.3.1.48) (15-oxoprostaglandin 13-reductase) (Zinc-binding alcohol dehydrogenase domain-containing protein 2)"
"PGEN_.00g156660",6.2157030438587,TRUE,FALSE,"Day14_primary",NA
"PGEN_.00g156660",-3.93183385773723,FALSE,TRUE,"Day7_MAversusAM",NA
"PGEN_.00g156660",-5.20867475536887,FALSE,TRUE,"Day7_second",NA
"PGEN_.00g156840",8.58234555414148,TRUE,FALSE,"Day21_primary",NA
"PGEN_.00g157320",-4.25219065517291,FALSE,TRUE,"Day14_primary","N,N'-diacetylchitobiase (Chitobiase) (EC 3.2.1.52) (Beta-N-acetylhexosaminidase) (N-acetyl-beta-glucosaminidase)"
"PGEN_.00g157360",4.37247245934869,TRUE,FALSE,"Day14_primary","Tetraspanin-6 (Tspan-6)"
"PGEN_.00g158320",1.29033703169759,TRUE,FALSE,"Day14_primary","Myotrophin"
"PGEN_.00g158570",4.14758867979486,TRUE,FALSE,"Day7_primary",NA
"PGEN_.00g158570",-1.71935833701412,FALSE,TRUE,"Day7_MAversusAM",NA
"PGEN_.00g158570",4.500086794437,TRUE,FALSE,"Day14_primary",NA
"PGEN_.00g158570",7.00886734249113,TRUE,FALSE,"Day21_primary",NA
"PGEN_.00g159750",-2.38531119192979,FALSE,TRUE,"Day7_MAversusAM","Dermatopontin (Tyrosine-rich acidic matrix protein) (TRAMP)"
"PGEN_.00g159750",-3.28876540441872,FALSE,TRUE,"Day7_second","Dermatopontin (Tyrosine-rich acidic matrix protein) (TRAMP)"
"PGEN_.00g159750",7.9621468776049,TRUE,FALSE,"Day21_primary","Dermatopontin (Tyrosine-rich acidic matrix protein) (TRAMP)"
"PGEN_.00g159750",5.63509035744354,TRUE,FALSE,"Day14_primary","Dermatopontin (Tyrosine-rich acidic matrix protein) (TRAMP)"
"PGEN_.00g161570",-1.51862679687818,FALSE,TRUE,"Day21_primary","Coagulation factor V [Cleaved into: Coagulation factor V heavy chain; Coagulation factor V light chain]"
"PGEN_.00g161800",-7.31986700057195,FALSE,TRUE,"Day21_primary",NA
"PGEN_.00g162530",1.47570044031319,TRUE,FALSE,"Day14_primary","Deubiquitinating protein VCIP135 (EC 3.4.19.12) (Valosin-containing protein p97/p47 complex-interacting protein 1) (Valosin-containing protein p97/p47 complex-interacting protein p135)"
"PGEN_.00g162900",-16.0450937180171,FALSE,TRUE,"Day21_primary",NA
"PGEN_.00g162900",-10.9279678208282,FALSE,TRUE,"Day7_primary",NA
"PGEN_.00g162900",-7.33135808033859,FALSE,TRUE,"Day14_primary",NA
"PGEN_.00g163390",-4.573322816774,FALSE,TRUE,"Day14_primary","Prestin (Solute carrier family 26 member 5)"
"PGEN_.00g164020",-3.39658901515277,FALSE,TRUE,"Day14_primary","Atrial natriuretic peptide receptor 1 (EC 4.6.1.2) (Atrial natriuretic peptide receptor type A) (ANP-A) (ANPR-A) (NPR-A) (Guanylate cyclase A) (GC-A)"
"PGEN_.00g164270",4.15321797449176,TRUE,FALSE,"Day7_primary",NA
"PGEN_.00g164270",-2.0804609130575,FALSE,TRUE,"Day7_MAversusAM",NA
"PGEN_.00g164270",4.37174414635975,TRUE,FALSE,"Day14_primary",NA
"PGEN_.00g164420",4.7813310597661,TRUE,FALSE,"Day14_primary",NA
"PGEN_.00g164540",5.91702444943396,TRUE,FALSE,"Day14_primary","Meprin A subunit beta (EC 3.4.24.63) (Endopeptidase-2) (Meprin B) (N-benzoyl-L-tyrosyl-P-amino-benzoic acid hydrolase subunit beta) (PABA peptide hydrolase) (PPH beta)"
"PGEN_.00g164540",-2.56245545894402,FALSE,TRUE,"Day7_MAversusAM","Meprin A subunit beta (EC 3.4.24.63) (Endopeptidase-2) (Meprin B) (N-benzoyl-L-tyrosyl-P-amino-benzoic acid hydrolase subunit beta) (PABA peptide hydrolase) (PPH beta)"
"PGEN_.00g164540",3.74146872686254,TRUE,FALSE,"Day7_primary","Meprin A subunit beta (EC 3.4.24.63) (Endopeptidase-2) (Meprin B) (N-benzoyl-L-tyrosyl-P-amino-benzoic acid hydrolase subunit beta) (PABA peptide hydrolase) (PPH beta)"
"PGEN_.00g164550",4.80846273326764,TRUE,FALSE,"Day14_primary","Meprin A subunit alpha (EC 3.4.24.18) (Endopeptidase-2) (Endopeptidase-24.18 subunit alpha) (E-24.18) (MEP-1)"
"PGEN_.00g164550",-2.62312858058379,FALSE,TRUE,"Day7_MAversusAM","Meprin A subunit alpha (EC 3.4.24.18) (Endopeptidase-2) (Endopeptidase-24.18 subunit alpha) (E-24.18) (MEP-1)"
"PGEN_.00g164650",4.71116113134425,TRUE,FALSE,"Day14_primary","Meprin A subunit alpha (EC 3.4.24.18) (Endopeptidase-2) (Endopeptidase-24.18 subunit alpha) (E-24.18) (MEP-1)"
"PGEN_.00g164650",-2.60867261857593,FALSE,TRUE,"Day7_MAversusAM","Meprin A subunit alpha (EC 3.4.24.18) (Endopeptidase-2) (Endopeptidase-24.18 subunit alpha) (E-24.18) (MEP-1)"
"PGEN_.00g164660",-2.6618138563803,FALSE,TRUE,"Day7_MAversusAM","Meprin A subunit beta (EC 3.4.24.63) (Endopeptidase-2) (Meprin B) (N-benzoyl-L-tyrosyl-P-amino-benzoic acid hydrolase subunit beta) (PABA peptide hydrolase) (PPH beta)"
"PGEN_.00g164660",3.9311323595292,TRUE,FALSE,"Day7_primary","Meprin A subunit beta (EC 3.4.24.63) (Endopeptidase-2) (Meprin B) (N-benzoyl-L-tyrosyl-P-amino-benzoic acid hydrolase subunit beta) (PABA peptide hydrolase) (PPH beta)"
"PGEN_.00g164660",5.85875242708057,TRUE,FALSE,"Day14_primary","Meprin A subunit beta (EC 3.4.24.63) (Endopeptidase-2) (Meprin B) (N-benzoyl-L-tyrosyl-P-amino-benzoic acid hydrolase subunit beta) (PABA peptide hydrolase) (PPH beta)"
"PGEN_.00g166390",-1.28409768720041,FALSE,TRUE,"Day7_MAversusAM","APOBEC1 complementation factor (APOBEC1-stimulating protein)"
"PGEN_.00g167300",5.05023068125851,TRUE,FALSE,"Day7_primary","Amine sulfotransferase (EC 2.8.2.3) (AST-RB1) (Sulfotransferase 3A1) (ST3A1)"
"PGEN_.00g167440",-3.82263952567019,FALSE,TRUE,"Day14_primary","Voltage-gated hydrogen channel 1 (Hydrogen voltage-gated channel 1) (HV1)"
"PGEN_.00g167530",4.77625091203684,TRUE,FALSE,"Day14_primary",NA
"PGEN_.00g168580",-1.73997192842311,FALSE,TRUE,"Day7_MAversusAM",NA
"PGEN_.00g168580",7.18535631179856,TRUE,FALSE,"Day21_primary",NA
"PGEN_.00g168590",-12.2384321739232,FALSE,TRUE,"Day21_primary","Putative tyrosinase-like protein tyr-3"
"PGEN_.00g168590",-4.02663435963364,FALSE,TRUE,"Day14_primary","Putative tyrosinase-like protein tyr-3"
"PGEN_.00g169010",-12.0276397865537,FALSE,TRUE,"Day21_primary","Putative tyrosinase-like protein tyr-3"
"PGEN_.00g169010",-4.21801623191969,FALSE,TRUE,"Day14_primary","Putative tyrosinase-like protein tyr-3"
"PGEN_.00g169020",5.58400121795839,TRUE,FALSE,"Day21_primary",NA
"PGEN_.00g169020",4.12628375337333,TRUE,FALSE,"Day14_primary",NA
"PGEN_.00g169020",-1.81852543817229,FALSE,TRUE,"Day7_MAversusAM",NA
"PGEN_.00g169390",1.92833049977085,TRUE,FALSE,"Day7_primary","Pyrimidodiazepine synthase (EC 1.5.4.1) (Protein sepia)"
"PGEN_.00g169480",-2.75249731318115,FALSE,TRUE,"Day7_MAversusAM","Chitotriosidase-1 (EC 3.2.1.14) (Chitinase-1)"
"PGEN_.00g169480",3.51772908746443,TRUE,FALSE,"Day7_primary","Chitotriosidase-1 (EC 3.2.1.14) (Chitinase-1)"
"PGEN_.00g169480",-3.5144871871714,FALSE,TRUE,"Day7_second","Chitotriosidase-1 (EC 3.2.1.14) (Chitinase-1)"
"PGEN_.00g169480",5.79760937994607,TRUE,FALSE,"Day21_primary","Chitotriosidase-1 (EC 3.2.1.14) (Chitinase-1)"
"PGEN_.00g169480",5.16499148449754,TRUE,FALSE,"Day14_primary","Chitotriosidase-1 (EC 3.2.1.14) (Chitinase-1)"
"PGEN_.00g169810",3.20269877325375,TRUE,FALSE,"Day14_primary","Collagen alpha-4(VI) chain"
"PGEN_.00g169810",-2.73393436874034,FALSE,TRUE,"Day7_MAversusAM","Collagen alpha-4(VI) chain"
"PGEN_.00g169810",-2.7862714589176,FALSE,TRUE,"Day7_second","Collagen alpha-4(VI) chain"
"PGEN_.00g171640",-1.05830369679305,FALSE,TRUE,"Day7_second","UPF0598 protein C8orf82"
"PGEN_.00g171900",4.83723430395335,TRUE,FALSE,"Day14_primary","Tyrosinase-like protein (Tyrosinase-2)"
"PGEN_.00g171900",-3.24017707470688,FALSE,TRUE,"Day7_second","Tyrosinase-like protein (Tyrosinase-2)"
"PGEN_.00g171900",-2.58937627539983,FALSE,TRUE,"Day7_MAversusAM","Tyrosinase-like protein (Tyrosinase-2)"
"PGEN_.00g172250",-2.7144975481986,FALSE,TRUE,"Day14_primary",NA
"PGEN_.00g173270",5.0575611079255,TRUE,FALSE,"Day14_primary",NA
"PGEN_.00g173270",7.87300401677015,TRUE,FALSE,"Day21_primary",NA
"PGEN_.00g174160",1.63553151870749,TRUE,FALSE,"Day7_primary","Neuropilin and tolloid-like protein 2 (Brain-specific transmembrane protein containing 2 CUB and 1 LDL-receptor class A domains protein 2)"
"PGEN_.00g174250",-1.92241899935535,FALSE,TRUE,"Day7_MAversusAM","Solute carrier family 23 member 1 (Na(+)/L-ascorbic acid transporter 1) (Sodium-dependent vitamin C transporter 1)"
"PGEN_.00g174890",4.23113431420898,TRUE,FALSE,"Day14_primary","Carboxypeptidase B (EC 3.4.17.2) (47 kDa zymogen granule membrane-associated protein) (ZAP47)"
"PGEN_.00g174890",-1.849257673561,FALSE,TRUE,"Day7_MAversusAM","Carboxypeptidase B (EC 3.4.17.2) (47 kDa zymogen granule membrane-associated protein) (ZAP47)"
"PGEN_.00g175550",-2.94680464702312,FALSE,TRUE,"Day21_primary","Cysteine and histidine-rich protein 1-B"
"PGEN_.00g176530",-15.8747706944903,FALSE,TRUE,"Day21_primary",NA
"PGEN_.00g176540",-13.5362018654222,FALSE,TRUE,"Day21_primary",NA
"PGEN_.00g176540",-6.55242396579922,FALSE,TRUE,"Day14_primary",NA
"PGEN_.00g177260",-1.19456532231811,FALSE,TRUE,"Day7_MAversusAM","Hemicentin-1 (Fibulin-6) (FIBL-6)"
"PGEN_.00g177440",3.07746181157998,TRUE,FALSE,"Day14_primary","Fatty acid-binding protein, heart (Fatty acid-binding protein 3) (Heart-type fatty acid-binding protein) (H-FABP) (Mammary-derived growth inhibitor) (MDGI)"
"PGEN_.00g177450",1.17103790354432,TRUE,FALSE,"Day7_second",NA
"PGEN_.00g177840",1.74282746205724,TRUE,FALSE,"Day14_primary","pre-rRNA 2'-O-ribose RNA methyltransferase FTSJ3 (EC 2.1.1.-) (Protein ftsJ homolog 3) (Putative rRNA methyltransferase 3)"
"PGEN_.00g178010",-2.44928059452066,FALSE,TRUE,"Day21_primary",NA
"PGEN_.00g178500",7.44146942005425,TRUE,FALSE,"Day21_primary",NA
"PGEN_.00g179250",-2.09181209581148,FALSE,TRUE,"Day7_second","Tuliposide B-converting enzyme 1, amyloplastic (TgTCEB1) (EC 4.2.99.23)"
"PGEN_.00g179560",-2.96831173741804,FALSE,TRUE,"Day14_primary","Tyrosinase-like protein (Tyrosinase-2)"
"PGEN_.00g180630",1.86290635261057,TRUE,FALSE,"Day7_primary","Glutathione S-transferase omega-1 (GSTO-1) (EC 2.5.1.18) (Glutathione S-transferase omega 1-1) (GSTO 1-1) (Glutathione-dependent dehydroascorbate reductase) (EC 1.8.5.1) (Monomethylarsonic acid reductase) (MMA(V) reductase) (EC 1.20.4.2) (S-(Phenacyl)glutathione reductase) (SPG-R)"
"PGEN_.00g180900",-6.34125979256992,FALSE,TRUE,"Day14_primary",NA
"PGEN_.00g181310",4.55345583188651,TRUE,FALSE,"Day14_primary","Protein dcd1A (Acid ceramidase-like protein A)"
"PGEN_.00g181390",-3.99394949881955,FALSE,TRUE,"Day14_primary",NA
"PGEN_.00g182870",-7.23705586286253,FALSE,TRUE,"Day7_primary","Tyrosinase-like protein (Tyrosinase-2)"
"PGEN_.00g183520",3.16524390698158,TRUE,FALSE,"Day14_primary","Peptidyl-prolyl cis-trans isomerase B (PPIase B) (EC 5.2.1.8) (CYP-S1) (Cyclophilin B) (Rotamase B) (S-cyclophilin) (SCYLP)"
"PGEN_.00g186570",-4.05851706942229,FALSE,TRUE,"Day7_primary",NA
"PGEN_.00g187220",-1.77712203100088,FALSE,TRUE,"Day7_MAversusAM",NA
"PGEN_.00g187930",3.72158902563548,TRUE,FALSE,"Day14_primary","Pyruvate dehydrogenase phosphatase regulatory subunit, mitochondrial (PDPr)"
"PGEN_.00g188250",5.6658285028107,TRUE,FALSE,"Day21_primary","Mucin-1 (MUC-1) (Breast carcinoma-associated antigen DF3) (Cancer antigen 15-3) (CA 15-3) (Carcinoma-associated mucin) (Episialin) (H23AG) (Krebs von den Lungen-6) (KL-6) (PEMT) (Peanut-reactive urinary mucin) (PUM) (Polymorphic epithelial mucin) (PEM) (Tumor-associated epithelial membrane antigen) (EMA) (Tumor-associated mucin) (CD antigen CD227) [Cleaved into: Mucin-1 subunit alpha (MUC1-NT) (MUC1-alpha); Mucin-1 subunit beta (MUC1-beta) (MUC1-CT)]"
"PGEN_.00g188250",2.90779263371479,TRUE,FALSE,"Day7_primary","Mucin-1 (MUC-1) (Breast carcinoma-associated antigen DF3) (Cancer antigen 15-3) (CA 15-3) (Carcinoma-associated mucin) (Episialin) (H23AG) (Krebs von den Lungen-6) (KL-6) (PEMT) (Peanut-reactive urinary mucin) (PUM) (Polymorphic epithelial mucin) (PEM) (Tumor-associated epithelial membrane antigen) (EMA) (Tumor-associated mucin) (CD antigen CD227) [Cleaved into: Mucin-1 subunit alpha (MUC1-NT) (MUC1-alpha); Mucin-1 subunit beta (MUC1-beta) (MUC1-CT)]"
"PGEN_.00g188250",-1.4898246614033,FALSE,TRUE,"Day7_MAversusAM","Mucin-1 (MUC-1) (Breast carcinoma-associated antigen DF3) (Cancer antigen 15-3) (CA 15-3) (Carcinoma-associated mucin) (Episialin) (H23AG) (Krebs von den Lungen-6) (KL-6) (PEMT) (Peanut-reactive urinary mucin) (PUM) (Polymorphic epithelial mucin) (PEM) (Tumor-associated epithelial membrane antigen) (EMA) (Tumor-associated mucin) (CD antigen CD227) [Cleaved into: Mucin-1 subunit alpha (MUC1-NT) (MUC1-alpha); Mucin-1 subunit beta (MUC1-beta) (MUC1-CT)]"
"PGEN_.00g188250",4.76856362161718,TRUE,FALSE,"Day14_primary","Mucin-1 (MUC-1) (Breast carcinoma-associated antigen DF3) (Cancer antigen 15-3) (CA 15-3) (Carcinoma-associated mucin) (Episialin) (H23AG) (Krebs von den Lungen-6) (KL-6) (PEMT) (Peanut-reactive urinary mucin) (PUM) (Polymorphic epithelial mucin) (PEM) (Tumor-associated epithelial membrane antigen) (EMA) (Tumor-associated mucin) (CD antigen CD227) [Cleaved into: Mucin-1 subunit alpha (MUC1-NT) (MUC1-alpha); Mucin-1 subunit beta (MUC1-beta) (MUC1-CT)]"
"PGEN_.00g188450",-5.53866324288687,FALSE,TRUE,"Day21_primary",NA
"PGEN_.00g188760",6.16758713810019,TRUE,FALSE,"Day14_primary","Collagen alpha-5(VI) chain (Collagen alpha-1(XXIX) chain) (von Willebrand factor A domain-containing protein 4)"
"PGEN_.00g188760",8.30848867620134,TRUE,FALSE,"Day21_primary","Collagen alpha-5(VI) chain (Collagen alpha-1(XXIX) chain) (von Willebrand factor A domain-containing protein 4)"
"PGEN_.00g189040",2.690223483473,TRUE,FALSE,"Day7_primary","Dehydrogenase/reductase SDR family member 4 (EC 1.1.1.184) (NADPH-dependent carbonyl reductase/NADP-retinol dehydrogenase) (CR) (PHCR) (NADPH-dependent retinol dehydrogenase/reductase) (NDRD) (Peroxisomal short-chain alcohol dehydrogenase) (PSCD) (rabNRDR) (Fragment)"
"PGEN_.00g189960",4.42624025936655,TRUE,FALSE,"Day14_primary","N-acetylneuraminate lyase (NALase) (EC 4.1.3.3) (N-acetylneuraminate pyruvate-lyase) (N-acetylneuraminic acid aldolase) (Sialate lyase) (Sialate-pyruvate lyase) (Sialic acid aldolase) (Sialic acid lyase)"
"PGEN_.00g191400",3.95822364129427,TRUE,FALSE,"Day14_primary","Tyrosine-protein phosphatase non-receptor type 5 (EC 3.1.3.48) (Neural-specific protein-tyrosine phosphatase) (Striatum-enriched protein-tyrosine phosphatase) (STEP)"
"PGEN_.00g191540",-4.4761007707154,FALSE,TRUE,"Day14_primary",NA
"PGEN_.00g191620",-7.55269406888311,FALSE,TRUE,"Day7_primary",NA
"PGEN_.00g194540",-2.04624959970785,FALSE,TRUE,"Day14_primary","Solute carrier family 12 member 2 (Bumetanide-sensitive sodium-(potassium)-chloride cotransporter 1) (NKCC) (Na-K-CL symporter)"
"PGEN_.00g195810",1.59872004694624,TRUE,FALSE,"Day7_second","Putative ankyrin repeat protein RF_0381"
