"","Gene","log2FoldChange","padj","Day_treatment","Treatment","Pairwise","Uniprot","Gene_terms_EC"
"334","PGEN_.00g281730",4.34391765574291,0.0137872778597599,"Day14","Primary","AvM","A0A1P8AWH8","Endo-1,4-beta-xylanase 1 (AtXyn1) (Xylan endohydrolase 1) (Xylanase 1) (EC 3.2.1.8)"
"335","PGEN_.00g281900",1.39455903560382,0.0186689846758696,"Day14","Primary","AvM",NA,NA
"336","PGEN_.00g281940",6.50321660157798,0.000550952640687836,"Day14","Primary","AvM",NA,NA
"337","PGEN_.00g281950",3.60439587689032,0.00781606775795945,"Day14","Primary","AvM",NA,NA
"338","PGEN_.00g282910",1.92566069234638,0.0258167851055071,"Day14","Primary","AvM","Q5T1M5","FK506-binding protein 15 (FKBP-15) (133 kDa FK506-binding protein) (133 kDa FKBP) (FKBP-133) (WASP- and FKBP-like protein) (WAFL)"
"339","PGEN_.00g284500",3.54144580796273,0.0114913965253465,"Day14","Primary","AvM",NA,NA
"340","PGEN_.00g285340",1.42695912211464,0.0416044811871627,"Day14","Primary","AvM","Q7YR37","ATP-binding cassette sub-family F member 1 (ATP-binding cassette 50)"
"341","PGEN_.00g285590",4.0188433710913,0.0264675125899253,"Day14","Primary","AvM","Q1EHB3","A disintegrin and metalloproteinase with thrombospondin motifs 7 (ADAM-TS 7) (ADAM-TS7) (ADAMTS-7) (EC 3.4.24.-) (COMPase)"
"342","PGEN_.00g285980",2.67965191889804,0.0245308957891352,"Day14","Primary","AvM","P97872","Dimethylaniline monooxygenase [N-oxide-forming] 5 (EC 1.14.13.8) (Dimethylaniline oxidase 5) (Hepatic flavin-containing monooxygenase 5) (FMO 5)"
"343","PGEN_.00g286180",3.46288096606843,0.0315262039853229,"Day14","Primary","AvM",NA,NA
"344","PGEN_.00g286740",4.60442673182035,0.0229402282278133,"Day14","Primary","AvM",NA,NA
"345","PGEN_.00g289380",6.22627593567006,0.000322078801274293,"Day14","Primary","AvM",NA,NA
"346","PGEN_.00g289790",1.13211080399018,0.0424198060022633,"Day14","Primary","AvM","Q3T168","Calcyclin-binding protein (CacyBP)"
"347","PGEN_.00g289900",4.269044126899,0.0153331630385115,"Day14","Primary","AvM",NA,NA
"348","PGEN_.00g290170",-4.27433462380381,0.0151628587721497,"Day14","Primary","AvM",NA,NA
"349","PGEN_.00g291220",-5.61840522199974,0.0144391499336391,"Day14","Primary","AvM","O94919","Endonuclease domain-containing 1 protein (EC 3.1.30.-)"
"350","PGEN_.00g291230",-7.90197868408747,0.000940454791488894,"Day14","Primary","AvM",NA,NA
"351","PGEN_.00g293270",3.94781530953821,0.0128062530715413,"Day14","Primary","AvM","P86854","Perlucin-like protein"
"352","PGEN_.00g293320",4.16272406857758,0.0484126760353632,"Day14","Primary","AvM","Q8NHV1","GTPase IMAP family member 7 (Immunity-associated nucleotide 7 protein) (IAN-7)"
"353","PGEN_.00g293610",5.40715974591615,0.000550952640687836,"Day14","Primary","AvM",NA,NA
"354","PGEN_.00g293880",4.29630251661005,0.0160619747972529,"Day14","Primary","AvM",NA,NA
"355","PGEN_.00g294440",-1.6147531578186,0.0160619747972529,"Day14","Primary","AvM","Q16832","Discoidin domain-containing receptor 2 (Discoidin domain receptor 2) (EC 2.7.10.1) (CD167 antigen-like family member B) (Discoidin domain-containing receptor tyrosine kinase 2) (Neurotrophic tyrosine kinase, receptor-related 3) (Receptor protein-tyrosine kinase TKT) (Tyrosine-protein kinase TYRO10) (CD antigen CD167b)"
"356","PGEN_.00g295020",-7.31850013528062,0.0214497618106828,"Day14","Primary","AvM",NA,NA
"357","PGEN_.00g296350",-2.09677960480234,0.0228142075909355,"Day14","Primary","AvM","Q9WIJ5","Master replication protein (M-Rep) (EC 2.7.7.-) (EC 3.1.21.-) (EC 3.6.1.3) (ATP-dependent helicase C2) (Replication-associated protein 2) (Rep2)"
"358","PGEN_.00g297210",5.67292524922354,0.00197424533713579,"Day14","Primary","AvM",NA,NA
"359","PGEN_.00g297890",4.78083400204677,0.00716856611029642,"Day14","Primary","AvM",NA,NA
"360","PGEN_.00g298200",3.15264264949958,0.0364247844323574,"Day14","Primary","AvM","P83205","Cathepsin B (EC 3.4.22.1) (Cathepsin B1) [Cleaved into: Cathepsin B light chain; Cathepsin B heavy chain]"
"361","PGEN_.00g299380",-2.31508986417738,0.0304000311342092,"Day14","Primary","AvM","C0HL13","Low-density lipoprotein receptor-related protein 2 (LRP-2) (Glycoprotein 330) (gp330) (Megalin)"
"362","PGEN_.00g304580",4.71932509890371,0.0449325842270999,"Day14","Primary","AvM","P86854","Perlucin-like protein"
"363","PGEN_.00g305370",5.42559027629196,0.00421108192993983,"Day14","Primary","AvM","P41366","Vitelline membrane outer layer protein 1 (VMO-1) (VMO-I) (VMOI)"
"364","PGEN_.00g305410",5.01900917583236,0.0331538191019528,"Day14","Primary","AvM",NA,NA
"365","PGEN_.00g305440",0.950283893208672,0.0378434945407149,"Day14","Primary","AvM","Q9BUJ2","Heterogeneous nuclear ribonucleoprotein U-like protein 1 (Adenovirus early region 1B-associated protein 5) (E1B-55 kDa-associated protein 5) (E1B-AP5)"
"366","PGEN_.00g305460",8.45175301297724,9.1619775942697e-05,"Day14","Primary","AvM",NA,NA
"367","PGEN_.00g305960",2.8419706694691,0.0362091103102564,"Day14","Primary","AvM","Q13637","Ras-related protein Rab-32"
"368","PGEN_.00g308130",3.08457396925381,0.0108094344037532,"Day14","Primary","AvM","P43691","Transcription factor GATA-4 (GATA-binding factor 4) (Fragment)"
"369","PGEN_.00g308530",2.97880128156329,0.00435768208141193,"Day14","Primary","AvM","O18326","Protein hunchback (Fragment)"
"370","PGEN_.00g310830",2.55915855631966,0.0394539379765289,"Day14","Primary","AvM",NA,NA
"371","PGEN_.00g311290",3.29874352530663,0.0424198060022633,"Day14","Primary","AvM","A6QP15","Hydroxyacid-oxoacid transhydrogenase, mitochondrial (HOT) (EC 1.1.99.24) (Alcohol dehydrogenase iron-containing protein 1) (ADHFe1)"
"372","PGEN_.00g311940",4.32492316499997,0.0243126008604454,"Day14","Primary","AvM",NA,NA
"373","PGEN_.00g311950",3.98713896867908,0.0144391499336391,"Day14","Primary","AvM",NA,NA
"374","PGEN_.00g312070",6.84623307560697,0.00433939001427496,"Day14","Primary","AvM",NA,NA
"375","PGEN_.00g312080",5.78844870840496,0.00911649766716951,"Day14","Primary","AvM","P08478","Peptidyl-glycine alpha-amidating monooxygenase A (PAM-A) (Peptide C-terminal alpha-amidating enzyme I) (AE-I) (Peptidyl-glycine alpha-amidating monooxygenase I) [Includes: Peptidylglycine alpha-hydroxylating monooxygenase A (PHM-A) (EC 1.14.17.3); Peptidyl-alpha-hydroxyglycine alpha-amidating lyase A (EC 4.3.2.5) (Peptidylamidoglycolate lyase-A) (PAL-A)]"
"376","PGEN_.00g313060",2.56505398201004,0.0406727666173582,"Day14","Primary","AvM","O95140","Mitofusin-2 (EC 3.6.5.-) (Transmembrane GTPase MFN2)"
"377","PGEN_.00g313720",1.60299445981001,0.0160619747972529,"Day14","Primary","AvM","Q6PGL7","WASH complex subunit 2"
"378","PGEN_.00g313880",5.24875841516743,0.0138959568158112,"Day14","Primary","AvM",NA,NA
"379","PGEN_.00g313920",1.76481509641598,0.0488911752310177,"Day14","Primary","AvM","P04973","Clathrin light chain A (Lca)"
"380","PGEN_.00g313940",4.38125157918409,0.0131996079109693,"Day14","Primary","AvM",NA,NA
"381","PGEN_.00g314520",4.11270170100893,0.0034846714912729,"Day14","Primary","AvM","P41366","Vitelline membrane outer layer protein 1 (VMO-1) (VMO-I) (VMOI)"
"382","PGEN_.00g315380",5.27486441178175,0.0025861485310744,"Day14","Primary","AvM","P41366","Vitelline membrane outer layer protein 1 (VMO-1) (VMO-I) (VMOI)"
"383","PGEN_.00g315400",4.21037864125402,0.00144331995849786,"Day14","Primary","AvM","P41366","Vitelline membrane outer layer protein 1 (VMO-1) (VMO-I) (VMOI)"
"384","PGEN_.00g316240",-1.57131051269415,0.039233359254836,"Day14","Primary","AvM","Q9EQJ4","Zinc finger protein 384 (Cas-associated zinc finger protein) (Nuclear matrix transcription factor 4) (Nuclear matrix protein 4)"
"385","PGEN_.00g318440",4.74459306236812,0.00883362244054934,"Day14","Primary","AvM","Q96GW7","Brevican core protein (Brain-enriched hyaluronan-binding protein) (BEHAB) (Chondroitin sulfate proteoglycan 7)"
"386","PGEN_.00g318520",-4.35299288206005,0.0160619747972529,"Day14","Primary","AvM",NA,NA
"387","PGEN_.00g319130",-3.84269252781255,0.0153331630385115,"Day14","Primary","AvM","Q8K385","Ferric-chelate reductase 1 (EC 1.-.-.-) (Stromal cell-derived receptor 2) (SDR-2)"
"388","PGEN_.00g319190",-5.38303170550486,0.0232759707173016,"Day14","Primary","AvM",NA,NA
"389","PGEN_.00g319930",-2.41986937040692,0.0160799954048784,"Day14","Primary","AvM","Q6IRB2","Transcription factor HES-1-A (Hairy and enhancer of split 1-A) (Protein hairy-1) (Xhairy-1) (Xhairy1) (Xlh1)"
"390","PGEN_.00g321250",4.9845872089632,0.0292097133614059,"Day14","Primary","AvM","A0NLY7","Isatin hydrolase (EC 3.5.2.20) (Isatin amidohydrolase) (Isatin hydrolase isoform b) (IH-b)"
"391","PGEN_.00g321390",-1.22708296270377,0.00966362877732337,"Day14","Primary","AvM","Q9Y6Y1","Calmodulin-binding transcription activator 1"
"392","PGEN_.00g323450",3.77883785062806,0.0144391499336391,"Day14","Primary","AvM","P26221","Endoglucanase E-4 (EC 3.2.1.4) (Cellulase E-4) (Cellulase E4) (Endo-1,4-beta-glucanase E-4)"
"393","PGEN_.00g323540",1.90935717130846,0.00978955016305477,"Day14","Primary","AvM","P46087","Probable 28S rRNA (cytosine(4447)-C(5))-methyltransferase (EC 2.1.1.-) (Nucleolar protein 1) (Nucleolar protein 2 homolog) (Proliferating-cell nucleolar antigen p120) (Proliferation-associated nucleolar protein p120)"
"394","PGEN_.00g325090",3.52313154366104,0.0118799771657029,"Day14","Primary","AvM","Q6ZS10","C-type lectin domain family 17, member A (Prolectin)"
"395","PGEN_.00g326620",4.7484320314869,0.0323036437021192,"Day14","Primary","AvM","P22699","Endoglucanase (EC 3.2.1.4) (Cellulase) (Endo-1,4-beta-glucanase) (Spore germination protein 270-6)"
"396","PGEN_.00g327700",0.734267656654271,0.0467349902983493,"Day14","Primary","AvM","E9Q5F9","Histone-lysine N-methyltransferase SETD2 (EC 2.1.1.-) (Lysine N-methyltransferase 3A) (Protein-lysine N-methyltransferase SETD2) (EC 2.1.1.-) (SET domain-containing protein 2)"
"397","PGEN_.00g327850",4.78644544305516,0.0119149079736032,"Day14","Primary","AvM","Q60648","Ganglioside GM2 activator (Cerebroside sulfate activator protein) (GM2-AP) (Sphingolipid activator protein 3) (SAP-3)"
"398","PGEN_.00g328190",4.07012799082895,0.00968539371957046,"Day14","Primary","AvM","Q9ES30","Complement C1q tumor necrosis factor-related protein 3 (Collagenous repeat-containing sequence 26 kDa protein) (CORS26) (Secretory protein CORS26)"
"399","PGEN_.00g328490",-5.05039544749575,0.00134752205825494,"Day14","Primary","AvM","Q5BKR2","Sodium/hydrogen exchanger 9B2 (NHA-oc) (Na(+)/H(+) exchanger NHA2) (Na(+)/H(+) exchanger-like domain-containing protein 2) (NHE domain-containing protein 2) (Soditlum/hydrogen exchanger-like domain-containing protein 2) (Solute carrier family 9 subfamily B member 2)"
"400","PGEN_.00g331370",-1.44025384802373,0.0344474328075219,"Day14","Primary","AvM","P28699","Retinoic acid receptor gamma (RAR-gamma) (Nuclear receptor subfamily 1 group B member 3)"
"401","PGEN_.00g331660",2.42719043626784,0.0340321052340378,"Day14","Primary","AvM","Q9P2E3","NFX1-type zinc finger-containing protein 1"
"402","PGEN_.00g331780",2.06598423082393,0.0326084632904452,"Day14","Primary","AvM","Q64520","Guanylate kinase (EC 2.7.4.8) (GMP kinase) (Guanylate kinase 1)"
"403","PGEN_.00g332560",4.74532370746948,0.00178051884198529,"Day14","Primary","AvM","Q96RW7","Hemicentin-1 (Fibulin-6) (FIBL-6)"
"404","PGEN_.00g332980",3.65552087588178,0.0283087878184675,"Day14","Primary","AvM","A2RUV0","Neurogenic locus notch homolog protein 1 (Notch 1) [Cleaved into: Notch 1 extracellular truncation (NEXT); Notch 1 intracellular domain (NICD)]"
"405","PGEN_.00g333460",-9.32083565415872,6.54277704769961e-06,"Day14","Primary","AvM",NA,NA
"406","PGEN_.00g333990",-2.17117464050488,0.0228142075909355,"Day14","Primary","AvM",NA,NA
"407","PGEN_.00g335240",3.82926724693828,0.00784843261754075,"Day14","Primary","AvM",NA,NA
"408","PGEN_.00g336000",-3.09131845859486,0.0101274574688294,"Day14","Primary","AvM","O88343","Electrogenic sodium bicarbonate cotransporter 1 (Sodium bicarbonate cotransporter) (Na(+)/HCO3(-) cotransporter) (Solute carrier family 4 member 4)"
"409","PGEN_.00g339220",5.18785319394622,0.0135055148280948,"Day14","Primary","AvM","A0A0R4IBK5","E3 ubiquitin-protein ligase rnf213-alpha (EC 2.3.2.27) (EC 3.6.4.-) (Mysterin-A) (Mysterin-alpha) (RING finger protein 213-A) (RING finger protein 213-alpha) (RING-type E3 ubiquitin transferase rnf213-alpha)"
"410","PGEN_.00g339710",4.77624388064022,0.00968539371957046,"Day14","Primary","AvM",NA,NA
"411","PGEN_.00g339930",-2.79258717199529,0.0259498198278812,"Day14","Primary","AvM",NA,NA
"412","PGEN_.00g340090",5.76488369687166,0.0160619747972529,"Day14","Primary","AvM","A6H584","Collagen alpha-5(VI) chain (Collagen alpha-1(XXIX) chain)"
"413","PGEN_.00g340250",-6.2825923603302,0.00923023899461151,"Day14","Primary","AvM",NA,NA
"414","PGEN_.00g340770",4.46675925599277,0.00459879247383606,"Day14","Primary","AvM",NA,NA
"415","PGEN_.00g342060",4.57976086645394,0.00754468939670418,"Day14","Primary","AvM","Q2VWP9","Protogenin (Protein Shen-Dan)"
"416","PGEN_.00g344570",-5.17656250715448,0.0093795567728639,"Day14","Primary","AvM",NA,NA
"417","PGEN_.00g344990",6.86394596622715,0.00118432038932342,"Day14","Primary","AvM","Q5G267","Neurotrypsin (EC 3.4.21.-) (Serine protease 12)"
"418","PGEN_.00g345120",4.14693405108713,0.0403647823325923,"Day14","Primary","AvM",NA,NA
"419","PGEN_.00g345610",5.90605898748887,0.00363113024904178,"Day14","Primary","AvM","Q9GKL8","Cathepsin L1 (EC 3.4.22.15) (Cathepsin L) (Major excreted protein) (MEP) [Cleaved into: Cathepsin L1 heavy chain; Cathepsin L1 light chain]"
"420","PGEN_.00g345620",4.03200424305588,0.00397203782123941,"Day14","Primary","AvM","Q66PG1","LARGE xylosyl- and glucuronyltransferase 2 (EC 2.4.-.-) (Glycosyltransferase-like 1B) [Includes: Xylosyltransferase LARGE2 (EC 2.4.2.-); Beta-1,3-glucuronyltransferase LARGE2 (EC 2.4.1.-)]"
"421","PGEN_.00g345680",6.75660182227257,0.00102876257446143,"Day14","Primary","AvM","Q28944","Cathepsin L1 (EC 3.4.22.15) (Cathepsin L) [Cleaved into: Cathepsin L1 heavy chain; Cathepsin L1 light chain]"
"422","PGEN_.00g346230",4.39986013954944,0.0144391499336391,"Day14","Primary","AvM","Q9QW30","Neurogenic locus notch homolog protein 2 (Notch 2) [Cleaved into: Notch 2 extracellular truncation; Notch 2 intracellular domain]"
"423","PGEN_.00g347270",-3.16519295140575,0.0204651032154681,"Day14","Primary","AvM",NA,NA
"424","PGEN_.00g348040",5.56429968860926,0.00388187154884917,"Day14","Primary","AvM","A2AJ76","Hemicentin-2"
"425","PGEN_.00g348220",4.28152755402231,0.00966362877732337,"Day14","Primary","AvM","Q9ES87","Prostasin (EC 3.4.21.-) (Channel-activating protease 1) (CAP1) (Serine protease 8) [Cleaved into: Prostasin light chain; Prostasin heavy chain]"
"426","PGEN_.00g348370",3.97278592600266,0.0114331063488058,"Day14","Primary","AvM",NA,NA
"427","PGEN_.00g348440",4.40328487747713,0.00784843261754075,"Day14","Primary","AvM",NA,NA
"428","PGEN_.00g348570",4.32790985469387,0.00912818496730305,"Day14","Primary","AvM","Q9ES87","Prostasin (EC 3.4.21.-) (Channel-activating protease 1) (CAP1) (Serine protease 8) [Cleaved into: Prostasin light chain; Prostasin heavy chain]"
"429","PGEN_.00g348850",3.85722271723149,0.0117300600627407,"Day14","Primary","AvM","Q12913","Receptor-type tyrosine-protein phosphatase eta (Protein-tyrosine phosphatase eta) (R-PTP-eta) (EC 3.1.3.48) (Density-enhanced phosphatase 1) (DEP-1) (HPTP eta) (Protein-tyrosine phosphatase receptor type J) (R-PTP-J) (CD antigen CD148)"
