"","Cgigas_KEGG_IDs","Cgigas_PathwayID","Pathway_Description","Pathway_gene_list","Pathway_gene_count","gene_IDs","Gene_terms"
"125","crg:105344628","crg03010","Ribosome","105317113/105317506/105317654/105318421/105318541/105319021/105319617/105319797/105320386/105321589/105323810/105323832/105323890/105323905/105324073/105324356/105324694/105324897/105325238/105325290/105325786/105326418/105327405/105331823/105332495/105334649/105335803/105335841/105335873/105337115/105337988/105338085/105339104/105342603/105344628/105321751/105332191/105348141/105348430/105347800/105318789/105319364/105319573/105320864/105321315/105321862/105323647/105325638/105327930/105329912/105330605/105332844/105338035/105338604/105338952/105340032/105341326/105344646/105347733/105348890/105333469/105336674",62,"105344628","40S ribosomal protein S16"
"126","crg:105344646","crg03010","Ribosome","105317113/105317506/105317654/105318421/105318541/105319021/105319617/105319797/105320386/105321589/105323810/105323832/105323890/105323905/105324073/105324356/105324694/105324897/105325238/105325290/105325786/105326418/105327405/105331823/105332495/105334649/105335803/105335841/105335873/105337115/105337988/105338085/105339104/105342603/105344628/105321751/105332191/105348141/105348430/105347800/105318789/105319364/105319573/105320864/105321315/105321862/105323647/105325638/105327930/105329912/105330605/105332844/105338035/105338604/105338952/105340032/105341326/105344646/105347733/105348890/105333469/105336674",62,"105344646","60S ribosomal protein L7"
"127","crg:105344975","crg03008","Ribosome biogenesis in eukaryotes","105318277/105318560/105321565/105323847/105327885/105329502/105338454/105341403/105341713/105342694/105346016/105348653/105319368/105323586/105326651/105329551/105332140/105340192/105343450/105344975/105347334/105347537",22,"105344975","ribonuclease P protein subunit p29"
"128","crg:105345701","crg04141","Protein processing in endoplasmic reticulum","105318855/105325010/105325178/105328208/105328488/105328588/105328795/105328826/105331513/105332313/105333774/105340425/105340656/105341221/105341763/105319522/105319990/105322320/105327783/105329658/105330973/105331081/105331600/105333050/105334865/105335023/105336785/105337540/105337929/105339236/105339435/105341388/105342784/105345701/105346081/105346349/105346689/105347543",38,"105345701","translocon-associated protein subunit gamma"
"129","crg:105346016","crg03008","Ribosome biogenesis in eukaryotes","105318277/105318560/105321565/105323847/105327885/105329502/105338454/105341403/105341713/105342694/105346016/105348653/105319368/105323586/105326651/105329551/105332140/105340192/105343450/105344975/105347334/105347537",22,"105346016","ribonuclease P/MRP protein subunit POP5"
"130","crg:105346081","crg04141","Protein processing in endoplasmic reticulum","105318855/105325010/105325178/105328208/105328488/105328588/105328795/105328826/105331513/105332313/105333774/105340425/105340656/105341221/105341763/105319522/105319990/105322320/105327783/105329658/105330973/105331081/105331600/105333050/105334865/105335023/105336785/105337540/105337929/105339236/105339435/105341388/105342784/105345701/105346081/105346349/105346689/105347543",38,"105346081","protein transport protein Sec61 subunit beta"
"131","crg:105346349","crg04141","Protein processing in endoplasmic reticulum","105318855/105325010/105325178/105328208/105328488/105328588/105328795/105328826/105331513/105332313/105333774/105340425/105340656/105341221/105341763/105319522/105319990/105322320/105327783/105329658/105330973/105331081/105331600/105333050/105334865/105335023/105336785/105337540/105337929/105339236/105339435/105341388/105342784/105345701/105346081/105346349/105346689/105347543",38,"105346349","protein disulfide-isomerase A3"
"132","crg:105346689","crg04141","Protein processing in endoplasmic reticulum","105318855/105325010/105325178/105328208/105328488/105328588/105328795/105328826/105331513/105332313/105333774/105340425/105340656/105341221/105341763/105319522/105319990/105322320/105327783/105329658/105330973/105331081/105331600/105333050/105334865/105335023/105336785/105337540/105337929/105339236/105339435/105341388/105342784/105345701/105346081/105346349/105346689/105347543",38,"105346689","nucleotide exchange factor SIL1"
"133","crg:105347334","crg03008","Ribosome biogenesis in eukaryotes","105318277/105318560/105321565/105323847/105327885/105329502/105338454/105341403/105341713/105342694/105346016/105348653/105319368/105323586/105326651/105329551/105332140/105340192/105343450/105344975/105347334/105347537",22,"105347334","large subunit GTPase 1 homolog"
"134","crg:105347537","crg03008","Ribosome biogenesis in eukaryotes","105318277/105318560/105321565/105323847/105327885/105329502/105338454/105341403/105341713/105342694/105346016/105348653/105319368/105323586/105326651/105329551/105332140/105340192/105343450/105344975/105347334/105347537",22,"105347537","U3 small nucleolar ribonucleoprotein protein MPP10"
"135","crg:105347543","crg04141","Protein processing in endoplasmic reticulum","105318855/105325010/105325178/105328208/105328488/105328588/105328795/105328826/105331513/105332313/105333774/105340425/105340656/105341221/105341763/105319522/105319990/105322320/105327783/105329658/105330973/105331081/105331600/105333050/105334865/105335023/105336785/105337540/105337929/105339236/105339435/105341388/105342784/105345701/105346081/105346349/105346689/105347543",38,"105347543","UDP-glucose:glycoprotein glucosyltransferase 1"
"136","crg:105347733","crg03010","Ribosome","105317113/105317506/105317654/105318421/105318541/105319021/105319617/105319797/105320386/105321589/105323810/105323832/105323890/105323905/105324073/105324356/105324694/105324897/105325238/105325290/105325786/105326418/105327405/105331823/105332495/105334649/105335803/105335841/105335873/105337115/105337988/105338085/105339104/105342603/105344628/105321751/105332191/105348141/105348430/105347800/105318789/105319364/105319573/105320864/105321315/105321862/105323647/105325638/105327930/105329912/105330605/105332844/105338035/105338604/105338952/105340032/105341326/105344646/105347733/105348890/105333469/105336674",62,"105347733","60S ribosomal protein L27"
"137","crg:105347800","crg03010","Ribosome","105317113/105317506/105317654/105318421/105318541/105319021/105319617/105319797/105320386/105321589/105323810/105323832/105323890/105323905/105324073/105324356/105324694/105324897/105325238/105325290/105325786/105326418/105327405/105331823/105332495/105334649/105335803/105335841/105335873/105337115/105337988/105338085/105339104/105342603/105344628/105321751/105332191/105348141/105348430/105347800/105318789/105319364/105319573/105320864/105321315/105321862/105323647/105325638/105327930/105329912/105330605/105332844/105338035/105338604/105338952/105340032/105341326/105344646/105347733/105348890/105333469/105336674",62,"105347800","40S ribosomal protein S18"
"138","crg:105348141","crg03010","Ribosome","105317113/105317506/105317654/105318421/105318541/105319021/105319617/105319797/105320386/105321589/105323810/105323832/105323890/105323905/105324073/105324356/105324694/105324897/105325238/105325290/105325786/105326418/105327405/105331823/105332495/105334649/105335803/105335841/105335873/105337115/105337988/105338085/105339104/105342603/105344628/105321751/105332191/105348141/105348430/105347800/105318789/105319364/105319573/105320864/105321315/105321862/105323647/105325638/105327930/105329912/105330605/105332844/105338035/105338604/105338952/105340032/105341326/105344646/105347733/105348890/105333469/105336674",62,"105348141","60S ribosomal protein L44"
"139","crg:105348430","crg03010","Ribosome","105317113/105317506/105317654/105318421/105318541/105319021/105319617/105319797/105320386/105321589/105323810/105323832/105323890/105323905/105324073/105324356/105324694/105324897/105325238/105325290/105325786/105326418/105327405/105331823/105332495/105334649/105335803/105335841/105335873/105337115/105337988/105338085/105339104/105342603/105344628/105321751/105332191/105348141/105348430/105347800/105318789/105319364/105319573/105320864/105321315/105321862/105323647/105325638/105327930/105329912/105330605/105332844/105338035/105338604/105338952/105340032/105341326/105344646/105347733/105348890/105333469/105336674",62,"105348430","40S ribosomal protein S23"
"140","crg:105348653","crg03008","Ribosome biogenesis in eukaryotes","105318277/105318560/105321565/105323847/105327885/105329502/105338454/105341403/105341713/105342694/105346016/105348653/105319368/105323586/105326651/105329551/105332140/105340192/105343450/105344975/105347334/105347537",22,"105348653","ribosome biogenesis protein BMS1 homolog"
"141","crg:105348890","crg03010","Ribosome","105317113/105317506/105317654/105318421/105318541/105319021/105319617/105319797/105320386/105321589/105323810/105323832/105323890/105323905/105324073/105324356/105324694/105324897/105325238/105325290/105325786/105326418/105327405/105331823/105332495/105334649/105335803/105335841/105335873/105337115/105337988/105338085/105339104/105342603/105344628/105321751/105332191/105348141/105348430/105347800/105318789/105319364/105319573/105320864/105321315/105321862/105323647/105325638/105327930/105329912/105330605/105332844/105338035/105338604/105338952/105340032/105341326/105344646/105347733/105348890/105333469/105336674",62,"105348890","39S ribosomal protein L9, mitochondrial"
