"","substanceBXH","geneSymbol","moduleColor","Uniprot","HGNC","GO.terms","GO.description","GS.proteintotal_protein","p.GS.proteintotal_protein","MM.red","p.MM.red","MM.yellow","p.MM.yellow","MM.pink","p.MM.pink","MM.purple","p.MM.purple","MM.blue","p.MM.blue","MM.turquoise","p.MM.turquoise","MM.black","p.MM.black","MM.brown","p.MM.brown","MM.grey","p.MM.grey","MM.green","p.MM.green","MM.magenta","p.MM.magenta"
"PGEN_.00g086610","PGEN_.00g086610","PGEN_.00g086610","red","Q6YHK3","CD109_HUMAN","GO:0001933; GO:0001942; GO:0002576; GO:0004867; GO:0005576; GO:0005615; GO:0005829; GO:0005886; GO:0009986; GO:0010839; GO:0030512; GO:0031092; GO:0031225; GO:0045616; GO:0050431; GO:0061045; GO:0072675","anchored component of membrane [GO:0031225]; cell surface [GO:0009986]; cytosol [GO:0005829]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; plasma membrane [GO:0005886]; platelet alpha granule membrane [GO:0031092]; serine-type endopeptidase inhibitor activity [GO:0004867]; transforming growth factor beta binding [GO:0050431]; hair follicle development [GO:0001942]; negative regulation of keratinocyte proliferation [GO:0010839]; negative regulation of protein phosphorylation [GO:0001933]; negative regulation of transforming growth factor beta receptor signaling pathway [GO:0030512]; negative regulation of wound healing [GO:0061045]; osteoclast fusion [GO:0072675]; platelet degranulation [GO:0002576]; regulation of keratinocyte differentiation [GO:0045616]",0.368405364186882,0.00377657792899833,0.833739912928416,1.36097274428415e-16,0.528225769723854,1.43944300546757e-05,0.092566050088531,0.481779764473903,0.0600842945838234,0.648366285613251,0.483423436314691,9.12886679619849e-05,0.197807269918426,0.129774881986596,0.247053809400729,0.0570367508981724,0.312683919622545,0.0149982212088314,0.351531695631071,0.00588406504806025,-0.141515626608409,0.280785986232874,0.132962680801994,0.311172658687625
"PGEN_.00g279590","PGEN_.00g279590","PGEN_.00g279590","red","Q8SPI0","APOD_MACFA","GO:0000302; GO:0005615; GO:0005783; GO:0006006; GO:0006629; GO:0006869; GO:0007420; GO:0007568; GO:0010642; GO:0014012; GO:0015485; GO:0022626; GO:0030425; GO:0042246; GO:0042308; GO:0042493; GO:0043025; GO:0048471; GO:0048662; GO:0048678; GO:0051895; GO:0060588; GO:0071638; GO:1900016; GO:2000098; GO:2000405","cytosolic ribosome [GO:0022626]; dendrite [GO:0030425]; endoplasmic reticulum [GO:0005783]; extracellular space [GO:0005615]; neuronal cell body [GO:0043025]; perinuclear region of cytoplasm [GO:0048471]; cholesterol binding [GO:0015485]; aging [GO:0007568]; brain development [GO:0007420]; glucose metabolic process [GO:0006006]; lipid metabolic process [GO:0006629]; lipid transport [GO:0006869]; negative regulation of cytokine production involved in inflammatory response [GO:1900016]; negative regulation of focal adhesion assembly [GO:0051895]; negative regulation of lipoprotein lipid oxidation [GO:0060588]; negative regulation of monocyte chemotactic protein-1 production [GO:0071638]; negative regulation of platelet-derived growth factor receptor signaling pathway [GO:0010642]; negative regulation of protein import into nucleus [GO:0042308]; negative regulation of smooth muscle cell proliferation [GO:0048662]; negative regulation of smooth muscle cell-matrix adhesion [GO:2000098]; negative regulation of T cell migration [GO:2000405]; peripheral nervous system axon regeneration [GO:0014012]; response to axon injury [GO:0048678]; response to drug [GO:0042493]; response to reactive oxygen species [GO:0000302]; tissue regeneration [GO:0042246]",0.360069252456599,0.00471524964417192,0.861182588425595,1.0852415542504e-18,0.210656473847161,0.106180944052133,0.0660214185020494,0.616237909041392,-0.0626183110953406,0.634571049863831,0.484170793439179,8.87017633124944e-05,-0.0669037120547942,0.611522052464242,-0.043262387556928,0.742750334251819,0.158976328781732,0.225032441828352,0.159493419985542,0.223508245140371,-0.23269480924547,0.0735861069642719,0.171790171969861,0.189361504529511
"PGEN_.00g227770","PGEN_.00g227770","PGEN_.00g227770","red",NA,NA,NA,NA,0.355134025525551,0.00536304055028996,0.832010481772761,1.79125274393511e-16,0.673356210847701,3.74965799572712e-09,0.0456136142308831,0.729290656451124,0.242558862395814,0.0618567120655558,0.370881365923216,0.00353166338658684,0.240514277900276,0.0641551582807161,0.319650972445649,0.0127881310738907,0.238644971891783,0.0663161846480643,0.343392099212893,0.00722776082396601,0.0078266945175358,0.952672634836617,0.125774118858514,0.338285905339417
"PGEN_.00g236680","PGEN_.00g236680","PGEN_.00g236680","red","P10078","ZFP28_MOUSE","GO:0003677; GO:0005634; GO:0006355; GO:0046872","nucleus [GO:0005634]; DNA binding [GO:0003677]; metal ion binding [GO:0046872]; regulation of transcription, DNA-templated [GO:0006355]",0.352186483003116,0.00578618146331858,0.707114700308782,2.70236650434604e-10,0.475932415785718,0.000121331773574419,0.132037261140309,0.314582517639071,0.363016254289211,0.00436222779995784,0.386619423541344,0.00227813241951959,0.445959657754419,0.000355468852700658,0.27029620384781,0.0367334509274048,0.343511628873311,0.00720623592603265,0.493643344181113,6.12580528241829e-05,-0.124299037878134,0.344026817037339,-0.0147218278733015,0.911107304489568
"PGEN_.00g046260","PGEN_.00g046260","PGEN_.00g046260","red",NA,NA,NA,NA,0.344615340945414,0.00701011168545545,0.599599158185801,4.14086245461984e-07,0.442217575710337,0.0004037631442753,0.273608057804652,0.034402394465367,0.0613249797952855,0.641596909778659,0.40674386657769,0.00125967121531582,0.244074319717668,0.0601962912287502,0.258658462948941,0.045986851757615,0.179278858872962,0.170496796834429,0.329198833445587,0.0102185181728015,-0.13828618505331,0.29202031050726,-0.0287007001309624,0.827676225962845
"PGEN_.00g164550","PGEN_.00g164550","PGEN_.00g164550","red","Q64230","MEP1A_RAT","GO:0004222; GO:0006508; GO:0008270; GO:0016020; GO:0017090","membrane [GO:0016020]; meprin A complex [GO:0017090]; metalloendopeptidase activity [GO:0004222]; zinc ion binding [GO:0008270]; proteolysis [GO:0006508]",0.331182610595984,0.00974479762022735,0.82654471429137,4.18320266795102e-16,0.140487621017277,0.284330680007808,0.0668440194168027,0.611840618149363,-0.111368020671502,0.396913788582713,0.510483787604,3.0859329232503e-05,-0.0974607161419692,0.45880679363165,-0.053311272583645,0.685809437811086,0.138322234132336,0.291893305414244,0.139141489523008,0.289016718886593,-0.262522376070375,0.0427231438578632,0.202576449624032,0.120594137325244
"PGEN_.00g164650","PGEN_.00g164650","PGEN_.00g164650","red","Q64230","MEP1A_RAT","GO:0004222; GO:0006508; GO:0008270; GO:0016020; GO:0017090","membrane [GO:0016020]; meprin A complex [GO:0017090]; metalloendopeptidase activity [GO:0004222]; zinc ion binding [GO:0008270]; proteolysis [GO:0006508]",0.330489648301454,0.00990806249318624,0.82735245124665,3.69731501469462e-16,0.142830049393431,0.27629643557228,0.0687795153555581,0.601548031722099,-0.109836775655026,0.403477565190716,0.515460520893958,2.50232464663979e-05,-0.0927741577395677,0.480790778572556,-0.0529648996278709,0.68774559736443,0.144568450998623,0.270432337309755,0.145561130692967,0.267121309037144,-0.261822020603536,0.0433001279240289,0.206710737081326,0.113043606202846
"PGEN_.00g339710","PGEN_.00g339710","PGEN_.00g339710","red",NA,NA,NA,NA,0.329703620171786,0.010096121499983,0.92747932208001,1.85343449157668e-26,0.479949250695806,0.000104249984186048,0.0162097327547075,0.902165067320421,0.118354347680097,0.367771863466077,0.356049219104733,0.00523731507297769,0.0428213202902252,0.74528393316319,0.105894828588559,0.420663486085603,0.217354100029086,0.0952739621310302,0.224231613209888,0.0850042093427544,-0.156471500383385,0.232518064239392,0.0254059337119699,0.847205816022083
"PGEN_.00g303360","PGEN_.00g303360","PGEN_.00g303360","red",NA,NA,NA,NA,0.329454631547916,0.0101563344827945,0.523837344039565,1.74520502368732e-05,0.13599444388534,0.300168601478384,0.117322723996437,0.371991389806507,0.291887682187687,0.0236408661964222,0.331400555986441,0.00969393373759353,-0.0943013785328002,0.473566062298975,-0.150750346123876,0.250255860949642,0.150107333819046,0.252305456594615,0.170101303057962,0.193815321222277,0.114044268577978,0.385593716885606,0.343514734411511,0.00720567742825943
"PGEN_.00g131040","PGEN_.00g131040","PGEN_.00g131040","red","Q96I76","GPTC3_HUMAN","GO:0003676; GO:0005634; GO:0005737; GO:0032480; GO:0039536; GO:0045893","cytoplasm [GO:0005737]; nucleus [GO:0005634]; nucleic acid binding [GO:0003676]; negative regulation of RIG-I signaling pathway [GO:0039536]; negative regulation of type I interferon production [GO:0032480]; positive regulation of transcription, DNA-templated [GO:0045893]",0.328512648435191,0.0103869601968787,0.524674927534521,1.68255784420052e-05,0.488642359282375,7.45810265872137e-05,0.207558230397197,0.111541624074582,0.400247812869881,0.0015313188312736,0.3886180085645,0.00215144801388441,0.503228929394185,4.16474639718148e-05,0.42887986433986,0.000628405391368546,0.300581636816246,0.0196185730827288,0.510060312278658,3.14100061348506e-05,-0.0860304464018544,0.513379727106081,-0.0507371125646347,0.700245723272543
"PGEN_.00g284500","PGEN_.00g284500","PGEN_.00g284500","red",NA,NA,NA,NA,0.326566778379831,0.0108777733481093,0.904211305085066,4.26909782517681e-23,0.678562206030798,2.55650130849954e-09,0.0692174244942934,0.599229914203811,0.0893261237724045,0.49731484308906,0.487960409799302,7.6591451299064e-05,0.204847456894162,0.116400358101845,0.336795641878712,0.00850620532306695,0.372061370195176,0.00341997474463815,0.366171086269797,0.00401035962767864,-0.219422830191262,0.0920879862402748,0.064415012390547,0.624863773495468
"PGEN_.00g095380","PGEN_.00g095380","PGEN_.00g095380","red","Q15582","BGH3_HUMAN","GO:0001525; GO:0002062; GO:0005178; GO:0005201; GO:0005518; GO:0005576; GO:0005604; GO:0005615; GO:0005802; GO:0005886; GO:0007155; GO:0007162; GO:0007601; GO:0008283; GO:0030198; GO:0031012; GO:0044267; GO:0050839; GO:0050840; GO:0050896; GO:0062023; GO:0070062","basement membrane [GO:0005604]; collagen-containing extracellular matrix [GO:0062023]; extracellular exosome [GO:0070062]; extracellular matrix [GO:0031012]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; plasma membrane [GO:0005886]; trans-Golgi network [GO:0005802]; cell adhesion molecule binding [GO:0050839]; collagen binding [GO:0005518]; extracellular matrix binding [GO:0050840]; extracellular matrix structural constituent [GO:0005201]; integrin binding [GO:0005178]; angiogenesis [GO:0001525]; cell adhesion [GO:0007155]; cell population proliferation [GO:0008283]; cellular protein metabolic process [GO:0044267]; chondrocyte differentiation [GO:0002062]; extracellular matrix organization [GO:0030198]; negative regulation of cell adhesion [GO:0007162]; response to stimulus [GO:0050896]; visual perception [GO:0007601]",0.31884491788649,0.0130285569655548,0.876633730542769,4.42673694773654e-20,0.805055191497117,9.00209009661887e-15,0.00129910707866604,0.9921400406427,0.36590444194585,0.00403909691561542,0.286630158521142,0.0263959024641798,0.278351411981437,0.0312792008795449,0.429890863485626,0.000608066378484826,0.352985582237836,0.0056686638942717,0.394588055588343,0.00180962459169345,0.043680352855091,0.740351940015003,-0.0303744807937895,0.817793791121675
"PGEN_.00g015310","PGEN_.00g015310","PGEN_.00g015310","red","Q14746","COG2_HUMAN","GO:0000139; GO:0005795; GO:0005829; GO:0006888; GO:0006891; GO:0007030; GO:0015031; GO:0017119; GO:0032588; GO:0044877","cytosol [GO:0005829]; Golgi membrane [GO:0000139]; Golgi stack [GO:0005795]; Golgi transport complex [GO:0017119]; trans-Golgi network membrane [GO:0032588]; protein-containing complex binding [GO:0044877]; endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; Golgi organization [GO:0007030]; intra-Golgi vesicle-mediated transport [GO:0006891]; protein transport [GO:0015031]",0.316035219788023,0.0138973037460188,0.634130948944229,5.34262208030816e-08,0.334910451713425,0.00890596733819786,0.131424742123446,0.316852549541992,0.181883352494554,0.164268607892884,0.513109347167285,2.76396462786804e-05,0.264034742075363,0.0414987679044452,0.129867512116795,0.322670727413229,0.28701331484675,0.0261863849026784,0.376560604087588,0.00302230175022397,-0.155881311851743,0.234306587362355,0.274591474361737,0.0337343986810256
"PGEN_.00g009630","PGEN_.00g009630","PGEN_.00g009630","red",NA,NA,NA,NA,0.315800720989316,0.0139720103706303,0.662871310943389,7.92679483354551e-09,0.570564658369323,1.93994559226624e-06,0.111815096200977,0.395009272302393,0.132548366151576,0.312696321774134,0.363480981162798,0.0043087417231027,0.168242724263637,0.198802697037346,0.339482655525847,0.00796344941841379,0.268832026855108,0.0378049999468282,0.316513965992827,0.0137458503893217,0.0505803661301417,0.701128260015486,0.138386796662049,0.291665934473038
"PGEN_.00g223050","PGEN_.00g223050","PGEN_.00g223050","red",NA,NA,NA,NA,0.315673916227992,0.0140125514382111,0.683741206277358,1.73294704419684e-09,0.321305682099743,0.0123065287847184,0.181095004681623,0.166135922398437,-0.00191559770892134,0.988410315139069,0.548116317360128,5.80831096245068e-06,0.177138712204776,0.175742146563915,0.338876696210394,0.00808313751057283,0.241725935891042,0.0627849141761775,0.282236694375299,0.0289008301208579,-0.176404439880628,0.177568523957295,0.241377596099562,0.0631764101736677
"PGEN_.00g189960","PGEN_.00g189960","PGEN_.00g189960","red","Q5ZKD4","NPL_CHICK","GO:0005737; GO:0005975; GO:0008747; GO:0019262","cytoplasm [GO:0005737]; N-acetylneuraminate lyase activity [GO:0008747]; carbohydrate metabolic process [GO:0005975]; N-acetylneuraminate catabolic process [GO:0019262]",0.301559563644321,0.0192049068691745,0.737291798921505,1.84448674779796e-11,0.372089077036198,0.00341739031698666,0.0425409257507765,0.746895986531515,-0.125639656508927,0.338806727597117,0.500686122407293,4.61881247938482e-05,-0.125871106500995,0.337910547412295,0.045013948032705,0.73271594106066,0.176693932803108,0.176846823083873,0.160008150650937,0.221998163307551,-0.183585582306569,0.160289229493162,0.309634518298556,0.0160641462627466
"PGEN_.00g312080","PGEN_.00g312080","PGEN_.00g312080","red","P08478","AMDA_XENLA","GO:0004504; GO:0004598; GO:0005507; GO:0006518; GO:0016021; GO:0030658","integral component of membrane [GO:0016021]; transport vesicle membrane [GO:0030658]; copper ion binding [GO:0005507]; peptidylamidoglycolate lyase activity [GO:0004598]; peptidylglycine monooxygenase activity [GO:0004504]; peptide metabolic process [GO:0006518]",0.299798218159855,0.0199554061276306,0.744108218932655,9.55706697174397e-12,0.0296323397739568,0.822172201432628,0.160064649718743,0.22183284467595,-0.257183576818214,0.0472853624524489,0.60913540827437,2.41024245118218e-07,-0.217409208285245,0.0951879917958329,-0.159559950678418,0.223312660298104,0.0726800197329089,0.581040899247558,0.061405279817893,0.641159770495174,-0.344155257517285,0.00709129159648902,0.271705774859453,0.0357257876066084
"PGEN_.00g216740","PGEN_.00g216740","PGEN_.00g216740","red",NA,NA,NA,NA,0.299498696082604,0.0200854790960356,0.878464108174533,2.94597986285003e-20,0.356461177148528,0.00518157330304092,0.0932201656779876,0.478674856246545,-0.0561894505101976,0.669799617519112,0.572038629676156,1.80002804437952e-06,-0.0132344432679189,0.92005738730801,0.0422904174980019,0.748337129618307,0.106792352991663,0.416714142617168,0.180138612445886,0.16842208637674,-0.226967009561845,0.0811705255854617,0.281523187778924,0.0293258661096421
"PGEN_.00g236790","PGEN_.00g236790","PGEN_.00g236790","red","Q4UMH6","Y381_RICFE","GO:0015969","guanosine tetraphosphate metabolic process [GO:0015969]",0.296859169383007,0.0212632156437528,0.592800677013162,6.02618567276237e-07,0.481847198181373,9.69736083952607e-05,0.169851107898273,0.19448144225831,0.570607194161501,1.93576921137372e-06,0.458886497035521,0.000226321161069544,0.526333163483802,1.56463755191472e-05,0.313659692695407,0.0146702114003006,0.485720100718826,8.35523967448299e-05,0.600134461786268,4.01883121572372e-07,-0.0121559640851534,0.926553189437112,0.132167169661049,0.314102410692005
"PGEN_.00g213640","PGEN_.00g213640","PGEN_.00g213640","red","Q04073","P3A2_STRPU","GO:0000978; GO:0003700; GO:0005634; GO:0006357","nucleus [GO:0005634]; DNA-binding transcription factor activity [GO:0003700]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; regulation of transcription by RNA polymerase II [GO:0006357]",0.296642088279415,0.0213626296068134,0.543909101961998,7.07166910764958e-06,0.242733748210578,0.0616632335564726,0.127536800719098,0.331504740053489,-0.00178285411348586,0.989213386552945,0.437874468259207,0.000467248003735552,0.0782117658340959,0.552517057644454,0.207481202585518,0.111677500861391,0.04536119279593,0.730731847275939,0.178731405714036,0.171827561510859,-0.310953470161395,0.0155954001949737,0.172148451496792,0.188426186940274
"PGEN_.00g120490","PGEN_.00g120490","PGEN_.00g120490","red","Q03206","RAC1_CAEEL","GO:0000132; GO:0001764; GO:0002119; GO:0003924; GO:0005525; GO:0005623; GO:0005737; GO:0005829; GO:0005886; GO:0005938; GO:0006915; GO:0007015; GO:0007163; GO:0007264; GO:0007266; GO:0007369; GO:0008045; GO:0008360; GO:0009898; GO:0010171; GO:0010172; GO:0016021; GO:0016477; GO:0019901; GO:0030036; GO:0030334; GO:0030950; GO:0031103; GO:0031115; GO:0031410; GO:0032228; GO:0032956; GO:0033563; GO:0038007; GO:0042995; GO:0043025; GO:0043652; GO:0045138; GO:0048598; GO:0048812; GO:0048846; GO:0050764; GO:0061643; GO:0070986; GO:0097628; GO:1901076; GO:1903356; GO:1905815","cell [GO:0005623]; cell cortex [GO:0005938]; cell projection [GO:0042995]; cytoplasm [GO:0005737]; cytoplasmic side of plasma membrane [GO:0009898]; cytoplasmic vesicle [GO:0031410]; cytosol [GO:0005829]; integral component of membrane [GO:0016021]; neuronal cell body [GO:0043025]; plasma membrane [GO:0005886]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; protein kinase binding [GO:0019901]; actin cytoskeleton organization [GO:0030036]; actin filament organization [GO:0007015]; apoptotic process [GO:0006915]; axon extension involved in axon guidance [GO:0048846]; axon regeneration [GO:0031103]; body morphogenesis [GO:0010171]; cell migration [GO:0016477]; chemorepulsion of axon [GO:0061643]; distal tip cell migration [GO:0097628]; dorsal/ventral axon guidance [GO:0033563]; embryonic body morphogenesis [GO:0010172]; embryonic morphogenesis [GO:0048598]; engulfment of apoptotic cell [GO:0043652]; establishment of mitotic spindle orientation [GO:0000132]; establishment or maintenance of actin cytoskeleton polarity [GO:0030950]; establishment or maintenance of cell polarity [GO:0007163]; gastrulation [GO:0007369]; left/right axis specification [GO:0070986]; motor neuron axon guidance [GO:0008045]; negative regulation of microtubule polymerization [GO:0031115]; nematode larval development [GO:0002119]; nematode male tail tip morphogenesis [GO:0045138]; netrin-activated signaling pathway [GO:0038007]; neuron migration [GO:0001764]; neuron projection morphogenesis [GO:0048812]; positive regulation of distal tip cell migration [GO:1903356]; positive regulation of engulfment of apoptotic cell [GO:1901076]; regulation of actin cytoskeleton organization [GO:0032956]; regulation of cell migration [GO:0030334]; regulation of cell shape [GO:0008360]; regulation of dorsal/ventral axon guidance [GO:1905815]; regulation of phagocytosis [GO:0050764]; regulation of synaptic transmission, GABAergic [GO:0032228]; Rho protein signal transduction [GO:0007266]; small GTPase mediated signal transduction [GO:0007264]",0.2950104422718,0.0221225451118214,0.533498167015295,1.13799758902593e-05,0.364320293245181,0.00421360963600771,0.0488685886027604,0.710791509857488,0.162587387568826,0.214538565554313,0.264714227783329,0.0409581701147754,0.250903564353899,0.053154706425162,0.272559158594323,0.0351269619946389,0.367467865293284,0.00387316202800226,0.409872734057642,0.00114498898935111,-0.0783299492883272,0.551915036028773,0.0439672191992651,0.738707245609479
"PGEN_.00g212330","PGEN_.00g212330","PGEN_.00g212330","red",NA,NA,NA,NA,0.282834627505004,0.0285486297585604,0.689672638300677,1.0992945352339e-09,0.569005506537579,2.09897601091202e-06,0.112487432930962,0.392155308782382,0.254059405863504,0.0501351875584881,0.45704505839564,0.000241620422128318,0.433882834860569,0.000533453340729123,0.425027598634074,0.000711675597368139,0.475049817867187,0.000125413695366068,0.51570251092661,2.47673988680978e-05,-0.184194310857781,0.1588835448434,0.026141166934646,0.842839387607195
"PGEN_.00g126700","PGEN_.00g126700","PGEN_.00g126700","red",NA,NA,NA,NA,0.279608640746726,0.0304923140049519,0.856551311005201,2.62853180297505e-18,0.50849875073588,3.35201351333438e-05,0.0194084618014362,0.882983148492225,0.139346654764362,0.288299261065848,0.338981981918816,0.00806222978240997,0.0561526872002238,0.67000321306276,0.140433884596658,0.284516777488707,0.198788770604625,0.127843570294991,0.23901753033239,0.0658808895410516,0.004591834776603,0.972223150544846,0.0635469883672469,0.629545783939736
"PGEN_.00g293880","PGEN_.00g293880","PGEN_.00g293880","red",NA,NA,NA,NA,0.276914027294098,0.0321995608832512,0.879504703155441,2.33030636195192e-20,0.41150739376605,0.00108889034504074,0.112139760776595,0.393629598541682,0.012354645583294,0.925356137307487,0.548906071795119,5.59598076019474e-06,0.0221510546942049,0.86658917673102,0.0937591884032307,0.476124284913434,0.276870263785526,0.0322279334467114,0.282554191668777,0.0287133639363034,-0.178697694621756,0.171909754101737,0.16890659373633,0.197010864751096
"PGEN_.00g002680","PGEN_.00g002680","PGEN_.00g002680","red","P08289","PPBT_RAT","GO:0001958; GO:0003006; GO:0004035; GO:0005615; GO:0005886; GO:0016311; GO:0016462; GO:0031012; GO:0031225; GO:0032496; GO:0033280; GO:0046677; GO:0046872; GO:0051384; GO:0065010; GO:0071407; GO:0071529","anchored component of membrane [GO:0031225]; extracellular matrix [GO:0031012]; extracellular membrane-bounded organelle [GO:0065010]; extracellular space [GO:0005615]; plasma membrane [GO:0005886]; alkaline phosphatase activity [GO:0004035]; metal ion binding [GO:0046872]; pyrophosphatase activity [GO:0016462]; cellular response to organic cyclic compound [GO:0071407]; cementum mineralization [GO:0071529]; dephosphorylation [GO:0016311]; developmental process involved in reproduction [GO:0003006]; endochondral ossification [GO:0001958]; response to antibiotic [GO:0046677]; response to glucocorticoid [GO:0051384]; response to lipopolysaccharide [GO:0032496]; response to vitamin D [GO:0033280]",0.269393186105355,0.0373912984957673,0.865125701043358,4.98145249700548e-19,0.709674546707395,2.18062936433825e-10,0.0735229337686124,0.576651465676376,0.268307591865752,0.0381950478240567,0.423435265974089,0.000748918927999704,0.296599180018678,0.0213823263571095,0.396253754202921,0.00172335803398008,0.341385689765384,0.00759755492298539,0.413145140367752,0.00103517990692493,-0.0806876979396611,0.539970779777106,0.0450106833744525,0.732734603007446
"PGEN_.00g005400","PGEN_.00g005400","PGEN_.00g005400","red",NA,NA,NA,NA,0.26812260777272,0.0383334219459779,0.795348608856703,3.18733294587203e-14,0.456225797880828,0.000248725957698446,0.373309781378028,0.00330523031575111,0.122704129895687,0.35030179905462,0.572710315216969,1.73945011727712e-06,0.262447817803037,0.0427842655991429,0.249241550424931,0.0548034370864182,0.43431907918356,0.000525824862604937,0.493202365110893,6.23379918437752e-05,-0.215304749278159,0.098514215412959,0.0905146645022077,0.491585933489648
"PGEN_.00g281950","PGEN_.00g281950","PGEN_.00g281950","red",NA,NA,NA,NA,0.267736305251883,0.0386237272160272,0.834541249047975,1.19702849305576e-16,0.785154697904355,1.12008964344679e-13,0.030295882933173,0.818257235499976,0.435590287833937,0.000504156629695083,0.311761891042116,0.0153139253058445,0.433341161272437,0.000543065099837837,0.478175357003645,0.000111500940791139,0.458832232577984,0.000226759043781567,0.544067005344152,7.01996336627934e-06,0.0601787728909811,0.647849791266985,-0.0344909351643804,0.793611835039295
"PGEN_.00g149820","PGEN_.00g149820","PGEN_.00g149820","red","E9F8M3","SWNK_METRA","GO:0008168; GO:0016491; GO:0016874; GO:0031177; GO:0032259","ligase activity [GO:0016874]; methyltransferase activity [GO:0008168]; oxidoreductase activity [GO:0016491]; phosphopantetheine binding [GO:0031177]; methylation [GO:0032259]",0.265495097735514,0.0403441006476979,0.502545431879825,4.28256332030121e-05,0.0335816092455447,0.798937888930443,0.236716213142681,0.0686067602540879,0.249806305583377,0.0542385999459663,0.357170741058484,0.00508678572703802,-0.0617835292487915,0.639102278164703,-0.104132426655645,0.428480474516139,0.0582775189166729,0.658275042676256,0.135193695190894,0.303050126136769,-0.0186269824573669,0.887663734727947,0.137092608562673,0.296245836170022
"PGEN_.00g272710","PGEN_.00g272710","PGEN_.00g272710","red","B3EWZ3","CADN_ACRMI","GO:0016021","integral component of membrane [GO:0016021]",0.265390478446947,0.0404259286538885,0.835837660837115,9.71154757618138e-17,0.793162727359097,4.19785771001729e-14,0.0205685744558163,0.876042156627564,0.338643579596499,0.00812959825563016,0.252077271399302,0.0520148691524754,0.263747227710929,0.0417292786035628,0.321912567306585,0.0121338592749809,0.402958274935953,0.00141216384179443,0.394543024456609,0.00181200946284874,0.011737470148285,0.929075133809065,-0.031552220517571,0.810856878752236
"PGEN_.00g183520","PGEN_.00g183520","PGEN_.00g183520","red","P24369","PPIB_MOUSE","GO:0000413; GO:0003755; GO:0005654; GO:0005783; GO:0005788; GO:0005790; GO:0016018; GO:0032991; GO:0034663; GO:0040018; GO:0042026; GO:0042470; GO:0044794; GO:0044829; GO:0048471; GO:0050821; GO:0051082; GO:0060348; GO:0061077; GO:0070063","endoplasmic reticulum [GO:0005783]; endoplasmic reticulum chaperone complex [GO:0034663]; endoplasmic reticulum lumen [GO:0005788]; melanosome [GO:0042470]; nucleoplasm [GO:0005654]; perinuclear region of cytoplasm [GO:0048471]; protein-containing complex [GO:0032991]; smooth endoplasmic reticulum [GO:0005790]; cyclosporin A binding [GO:0016018]; peptidyl-prolyl cis-trans isomerase activity [GO:0003755]; RNA polymerase binding [GO:0070063]; unfolded protein binding [GO:0051082]; bone development [GO:0060348]; chaperone-mediated protein folding [GO:0061077]; positive regulation by host of viral genome replication [GO:0044829]; positive regulation by host of viral process [GO:0044794]; positive regulation of multicellular organism growth [GO:0040018]; protein peptidyl-prolyl isomerization [GO:0000413]; protein refolding [GO:0042026]; protein stabilization [GO:0050821]",0.251369522733193,0.0526997857621403,0.615317219773228,1.68085127070241e-07,0.520829549510858,1.98844925632575e-05,0.40001596835274,0.0015419180007581,0.147482823509476,0.260789042240902,0.448243103355286,0.000328646286650294,0.225846837568855,0.0827235925123987,0.185612023802971,0.155644997389171,0.258172808046482,0.0464111600015327,0.388891224014313,0.00213462750106489,0.0425817662728725,0.746661117583483,0.162245601350809,0.215516823621758
"PGEN_.00g219930","PGEN_.00g219930","PGEN_.00g219930","red","P91253","GST7_CAEEL","GO:0004364; GO:0006749; GO:0045087","glutathione transferase activity [GO:0004364]; glutathione metabolic process [GO:0006749]; innate immune response [GO:0045087]",0.218280628464899,0.0938365814551642,0.70888840052688,2.32969219776051e-10,0.574049350032966,1.62433248467756e-06,0.190763963641773,0.144286575344316,0.0493949071248158,0.707815453508258,0.584804310036382,9.26796683307121e-07,0.25549064388077,0.0488126998762398,0.382774361553149,0.00254071142322287,0.447387758537118,0.000338469738764897,0.476944387126361,0.000116801779431801,-0.234040036586711,0.0718893689816064,0.12707154086618,0.333286257762835
"PGEN_.00g027430","PGEN_.00g027430","PGEN_.00g027430","red","Q8VEH8","ERLEC_MOUSE","GO:0005788; GO:0030433; GO:0030970; GO:0051082; GO:1904153","endoplasmic reticulum lumen [GO:0005788]; unfolded protein binding [GO:0051082]; negative regulation of retrograde protein transport, ER to cytosol [GO:1904153]; retrograde protein transport, ER to cytosol [GO:0030970]; ubiquitin-dependent ERAD pathway [GO:0030433]",0.213936932041566,0.100724134102839,0.501788001935316,4.41671490945156e-05,0.142725038180671,0.276653350332335,0.102299913868446,0.436695002584999,-0.0209939822423966,0.873499224485725,0.299509137343981,0.020080932695688,0.0958337979308269,0.466375604685144,0.047329604677481,0.719518180170006,0.108877328161413,0.407622355600274,0.146125018812431,0.265252633533908,-0.212376352567183,0.103292262408373,0.0979927513819447,0.456346269022776
