"","Pgen_ID","gene","day_count","Days","Category"
"346","PGEN_.00g152950","Transcription factor Sox-6 (SRY (sex determining region Y)-box 6)",2,"c(Day21, Day7)","rapid_induced_under_exposures_7&21"
"347","PGEN_.00g153020","Hermansky-Pudlak syndrome 5 protein (Alpha-integrin-binding protein 63) (Ruby-eye protein 2 homolog) (Ru2)",2,"c(Day21, Day7)","rapid_induced_under_exposures_7&21"
"348","PGEN_.00g153080","Hermansky-Pudlak syndrome 5 protein (Alpha-integrin-binding protein 63) (Ruby-eye protein 2 homolog) (Ru2)",3,"c(Day14, Day21, Day7)","all_days"
"349","PGEN_.00g153420","Ras and EF-hand domain-containing protein homolog",2,"c(Day14, Day21)","recovery_prep_reg_14&21"
"350","PGEN_.00g153540","Trans-1,2-dihydrobenzene-1,2-diol dehydrogenase (EC 1.3.1.20) (D-xylose 1-dehydrogenase) (D-xylose-NADP dehydrogenase) (EC 1.1.1.179) (Dimeric dihydrodiol dehydrogenase)",3,"c(Day21, Day14, Day7)","all_days"
"351","PGEN_.00g153640","Tetraspanin-9 (Tspan-9)",2,"c(Day14, Day21)","recovery_prep_reg_14&21"
"352","PGEN_.00g153790","Membrane-associated tyrosine- and threonine-specific cdc2-inhibitory kinase (EC 2.7.11.1) (Myt1 kinase)",2,"c(Day14, Day21)","recovery_prep_reg_14&21"
"353","PGEN_.00g154680","Transgelin-3",2,"c(Day21, Day14)","recovery_prep_reg_14&21"
"354","PGEN_.00g155140","Liprin-alpha-1 (LAR-interacting protein 1) (LIP-1) (Protein tyrosine phosphatase receptor type f polypeptide-interacting protein alpha-1) (PTPRF-interacting protein alpha-1)",2,"c(Day21, Day7)","rapid_induced_under_exposures_7&21"
"355","PGEN_.00g155150","Aldose reductase-related protein 2 (AR) (EC 1.1.1.21) (Aldehyde reductase) (Aldo-keto reductase)",2,"c(Day14, Day7)","stress_induc_recovery_7&14"
"356","PGEN_.00g155170","Sulfotransferase family cytosolic 1B member 1 (ST1B1) (Sulfotransferase 1B1) (EC 2.8.2.-)",3,"c(Day14, Day21, Day7)","all_days"
"357","PGEN_.00g155300",NA,3,"c(Day21, Day7, Day14)","all_days"
"358","PGEN_.00g155530","MAM and LDL-receptor class A domain-containing protein 2 (Skeletal organic matrix MAM and LDL-receptor 2) (SOM MAM and LDL-receptor 2) (Fragment)",3,"c(Day7, Day21, Day14)","all_days"
"359","PGEN_.00g155710","RUN domain-containing protein 1",3,"c(Day21, Day14, Day7)","all_days"
"360","PGEN_.00g156050","Sulfotransferase 1C2 (ST1C2) (EC 2.8.2.-) (Sulfotransferase 1C1) (SULT1C#1) (humSULTC2)",3,"c(Day21, Day7, Day14)","all_days"
"361","PGEN_.00g156260","Prostaglandin reductase-3 (PTGR-3) (EC 1.3.1.48) (15-oxoprostaglandin 13-reductase) (Zinc-binding alcohol dehydrogenase domain-containing protein 2)",3,"c(Day14, Day7, Day21)","all_days"
"362","PGEN_.00g156670",NA,2,"c(Day14, Day7)","stress_induc_recovery_7&14"
"363","PGEN_.00g156750","Vitelline membrane outer layer protein 1 (VMO-1) (VMO-I) (VMOI)",2,"c(Day14, Day7)","stress_induc_recovery_7&14"
"364","PGEN_.00g156840",NA,2,"c(Day21, Day7)","rapid_induced_under_exposures_7&21"
"365","PGEN_.00g157000",NA,2,"c(Day14, Day7)","stress_induc_recovery_7&14"
"366","PGEN_.00g157360","Tetraspanin-6 (Tspan-6)",3,"c(Day21, Day7, Day14)","all_days"
"367","PGEN_.00g158570",NA,3,"c(Day7, Day14, Day21)","all_days"
"368","PGEN_.00g158920","E3 ubiquitin-protein ligase rnf213-alpha (EC 2.3.2.27) (EC 3.6.4.-) (Mysterin-A) (Mysterin-alpha) (RING finger protein 213-A) (RING finger protein 213-alpha) (RING-type E3 ubiquitin transferase rnf213-alpha)",2,"c(Day14, Day21)","recovery_prep_reg_14&21"
"369","PGEN_.00g159750","Dermatopontin (Tyrosine-rich acidic matrix protein) (TRAMP)",3,"c(Day14, Day7, Day21)","all_days"
"370","PGEN_.00g160790","Aldehyde dehydrogenase family 3 member A2 (EC 1.2.1.3) (EC 1.2.1.94) (Fatty aldehyde dehydrogenase)",2,"c(Day21, Day14)","recovery_prep_reg_14&21"
"371","PGEN_.00g161270","Very-long-chain 3-oxoacyl-CoA reductase-B (EC 1.1.1.330) (17-beta-hydroxysteroid dehydrogenase 12-B) (17-beta-HSD 12-B) (3-ketoacyl-CoA reductase) (KAR) (Estradiol 17-beta-dehydrogenase 12-B) (EC 1.1.1.62)",3,"c(Day14, Day7, Day21)","all_days"
"372","PGEN_.00g161950","FK506-binding protein 59 (EC 5.2.1.8) (Peptidyl-prolyl cis-trans isomerase) (PPIase) (Rotamase) (dFKBP59)",2,"c(Day7, Day14)","stress_induc_recovery_7&14"
"373","PGEN_.00g162260","AP-2 complex subunit alpha-2 (100 kDa coated vesicle protein C) (Adaptor protein complex AP-2 subunit alpha-2) (Adaptor-related protein complex 2 subunit alpha-2) (Alpha-adaptin C) (Alpha2-adaptin) (Clathrin assembly protein complex 2 alpha-C large chain) (Plasma membrane adaptor HA2/AP2 adaptin alpha C subunit)",2,"c(Day14, Day21)","recovery_prep_reg_14&21"
"374","PGEN_.00g162310",NA,2,"c(Day7, Day21)","rapid_induced_under_exposures_7&21"
"375","PGEN_.00g162780","NADH-cytochrome b5 reductase 2 (b5R.2) (EC 1.6.2.2)",2,"c(Day14, Day21)","recovery_prep_reg_14&21"
"376","PGEN_.00g163480","Rho family-interacting cell polarization regulator 1",2,"c(Day7, Day21)","rapid_induced_under_exposures_7&21"
"377","PGEN_.00g163570","Neuronal acetylcholine receptor subunit alpha-2",3,"c(Day21, Day14, Day7)","all_days"
"378","PGEN_.00g163860",NA,3,"c(Day14, Day7, Day21)","all_days"
"379","PGEN_.00g164270",NA,3,"c(Day14, Day7, Day21)","all_days"
"380","PGEN_.00g164420",NA,2,"c(Day14, Day7)","stress_induc_recovery_7&14"
"381","PGEN_.00g164540","Meprin A subunit beta (EC 3.4.24.63) (Endopeptidase-2) (Meprin B) (N-benzoyl-L-tyrosyl-P-amino-benzoic acid hydrolase subunit beta) (PABA peptide hydrolase) (PPH beta)",2,"c(Day7, Day21)","rapid_induced_under_exposures_7&21"
"382","PGEN_.00g164550","Meprin A subunit alpha (EC 3.4.24.18) (Endopeptidase-2) (Endopeptidase-24.18 subunit alpha) (E-24.18) (MEP-1)",2,"c(Day7, Day21)","rapid_induced_under_exposures_7&21"
"383","PGEN_.00g164650","Meprin A subunit alpha (EC 3.4.24.18) (Endopeptidase-2) (Endopeptidase-24.18 subunit alpha) (E-24.18) (MEP-1)",2,"c(Day21, Day7)","rapid_induced_under_exposures_7&21"
"384","PGEN_.00g164660","Meprin A subunit beta (EC 3.4.24.63) (Endopeptidase-2) (Meprin B) (N-benzoyl-L-tyrosyl-P-amino-benzoic acid hydrolase subunit beta) (PABA peptide hydrolase) (PPH beta)",2,"c(Day21, Day7)","rapid_induced_under_exposures_7&21"
"385","PGEN_.00g165690","Transmembrane protein 101",2,"c(Day21, Day14)","recovery_prep_reg_14&21"
"386","PGEN_.00g165780","Choline/ethanolamine kinase (Choline kinase beta) (CK) (CKB) (EC 2.7.1.32) (Choline kinase-like protein) (Ethanolamine kinase) (EK) (EC 2.7.1.82) (Ethanolamine kinase beta) (EKB) (choline/ethanolamine kinase beta) (CKEKB)",2,"c(Day14, Day21)","recovery_prep_reg_14&21"
"387","PGEN_.00g165810",NA,2,"c(Day7, Day21)","rapid_induced_under_exposures_7&21"
"388","PGEN_.00g166390","APOBEC1 complementation factor (APOBEC1-stimulating protein)",3,"c(Day21, Day14, Day7)","all_days"
"389","PGEN_.00g166570","Sorting nexin lst-4 (Lateral signaling target protein 4)",2,"c(Day14, Day21)","recovery_prep_reg_14&21"
"390","PGEN_.00g166600",NA,2,"c(Day7, Day21)","rapid_induced_under_exposures_7&21"
"391","PGEN_.00g167300","Amine sulfotransferase (EC 2.8.2.3) (AST-RB1) (Sulfotransferase 3A1) (ST3A1)",2,"c(Day7, Day14)","stress_induc_recovery_7&14"
"392","PGEN_.00g167530",NA,2,"c(Day7, Day14)","stress_induc_recovery_7&14"
"393","PGEN_.00g168140",NA,2,"c(Day21, Day7)","rapid_induced_under_exposures_7&21"
"394","PGEN_.00g168260","Isocitrate dehydrogenase [NADP] cytoplasmic (IDH) (EC 1.1.1.42) (Cytosolic NADP-isocitrate dehydrogenase) (IDP) (NADP(+)-specific ICDH) (Oxalosuccinate decarboxylase)",3,"c(Day14, Day21, Day7)","all_days"
"395","PGEN_.00g168580",NA,3,"c(Day14, Day7, Day21)","all_days"
"396","PGEN_.00g169020",NA,3,"c(Day7, Day21, Day14)","all_days"
"397","PGEN_.00g169030",NA,2,"c(Day7, Day14)","stress_induc_recovery_7&14"
"398","PGEN_.00g169450","Dehydrogenase/reductase SDR family member 4 (EC 1.1.1.184) (NADPH-dependent carbonyl reductase/NADP-retinol dehydrogenase) (CR) (PHCR) (NADPH-dependent retinol dehydrogenase/reductase) (NDRD) (Peroxisomal short-chain alcohol dehydrogenase) (PSCD) (rabNRDR) (Fragment)",2,"c(Day14, Day21)","recovery_prep_reg_14&21"
"399","PGEN_.00g169480","Chitotriosidase-1 (EC 3.2.1.14) (Chitinase-1)",3,"c(Day14, Day7, Day21)","all_days"
"400","PGEN_.00g169810","Collagen alpha-4(VI) chain",3,"c(Day14, Day7, Day21)","all_days"
"401","PGEN_.00g170730","Plasma kallikrein (EC 3.4.21.34) (Fletcher factor) (Kininogenin) (Plasma prekallikrein) [Cleaved into: Plasma kallikrein heavy chain; Plasma kallikrein light chain]",2,"c(Day14, Day7)","stress_induc_recovery_7&14"
"402","PGEN_.00g170870","Zinc finger protein 107 (Zinc finger protein 588) (Zinc finger protein ZFD25)",2,"c(Day14, Day21)","recovery_prep_reg_14&21"
"403","PGEN_.00g171780","Serine palmitoyltransferase 2 (EC 2.3.1.50) (Long chain base biosynthesis protein 2) (LCB 2) (Long chain base biosynthesis protein 2a) (LCB2a) (Serine-palmitoyl-CoA transferase 2) (SPT 2)",2,"c(Day14, Day21)","recovery_prep_reg_14&21"
"404","PGEN_.00g171900","Tyrosinase-like protein (Tyrosinase-2)",3,"c(Day7, Day21, Day14)","all_days"
"405","PGEN_.00g172290","Anillin",2,"c(Day21, Day14)","recovery_prep_reg_14&21"
"406","PGEN_.00g173140","Beta-1,3-glucan-binding protein (GBP)",3,"c(Day14, Day21, Day7)","all_days"
"407","PGEN_.00g173270",NA,3,"c(Day21, Day14, Day7)","all_days"
"408","PGEN_.00g174890","Carboxypeptidase B (EC 3.4.17.2) (47 kDa zymogen granule membrane-associated protein) (ZAP47)",3,"c(Day7, Day21, Day14)","all_days"
"409","PGEN_.00g175110",NA,2,"c(Day7, Day14)","stress_induc_recovery_7&14"
"410","PGEN_.00g175940","VPS9 domain-containing protein 1 (5-day ovary-specific transcript 1 protein)",2,"c(Day21, Day7)","rapid_induced_under_exposures_7&21"
"411","PGEN_.00g176240","VPS9 domain-containing protein 1 (5-day ovary-specific transcript 1 protein)",2,"c(Day21, Day7)","rapid_induced_under_exposures_7&21"
"412","PGEN_.00g176480","Cytochrome P450 3A4 (EC 1.14.14.1) (1,4-cineole 2-exo-monooxygenase) (1,8-cineole 2-exo-monooxygenase) (EC 1.14.14.56) (Albendazole monooxygenase (sulfoxide-forming)) (EC 1.14.14.73) (Albendazole sulfoxidase) (CYPIIIA3) (CYPIIIA4) (Cholesterol 25-hydroxylase) (Cytochrome P450 3A3) (Cytochrome P450 HLp) (Cytochrome P450 NF-25) (Cytochrome P450-PCN1) (Nifedipine oxidase) (Quinine 3-monooxygenase) (EC 1.14.14.55)",3,"c(Day14, Day21, Day7)","all_days"
"413","PGEN_.00g176570","Kinesin-like protein KIF15 (Kinesin-related protein KRP180)",2,"c(Day21, Day14)","recovery_prep_reg_14&21"
"414","PGEN_.00g176830","Sodium/hydrogen exchanger 3 (Na(+)/H(+) exchanger 3) (NHE-3) (Solute carrier family 9 member 3)",2,"c(Day14, Day21)","recovery_prep_reg_14&21"
"415","PGEN_.00g176890",NA,2,"c(Day21, Day7)","rapid_induced_under_exposures_7&21"
"416","PGEN_.00g177020","Malonate--CoA ligase ACSF3, mitochondrial (EC 6.2.1.n3) (Acyl-CoA synthetase family member 3)",3,"c(Day21, Day7, Day14)","all_days"
"417","PGEN_.00g177260","Hemicentin-1 (Fibulin-6) (FIBL-6)",2,"c(Day21, Day7)","rapid_induced_under_exposures_7&21"
"418","PGEN_.00g177440","Fatty acid-binding protein, heart (Fatty acid-binding protein 3) (Heart-type fatty acid-binding protein) (H-FABP) (Mammary-derived growth inhibitor) (MDGI)",3,"c(Day21, Day14, Day7)","all_days"
"419","PGEN_.00g177520","Adenosylhomocysteinase A (AdoHcyase A) (EC 3.3.1.1) (S-adenosyl-L-homocysteine hydrolase A)",2,"c(Day7, Day14)","stress_induc_recovery_7&14"
"420","PGEN_.00g177560","Polyadenylate-binding protein 2-B (PABP-2-B) (Poly(A)-binding protein 2-B) (Nuclear poly(A)-binding protein 1-B) (Poly(A)-binding protein II-B) (PABII-B) (Polyadenylate-binding nuclear protein 1-B) (XLnPABP2-B) (nPABP2-B) (xPABPII-B)",2,"c(Day14, Day7)","stress_induc_recovery_7&14"
"421","PGEN_.00g177870","Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1 (Oligosaccharyl transferase subunit DAD1) (Defender against cell death 1) (DAD-1)",2,"c(Day14, Day21)","recovery_prep_reg_14&21"
"422","PGEN_.00g178110","Extracellular tyrosine-protein kinase PKDCC (EC 2.7.10.2) (Protein kinase domain-containing protein, cytoplasmic) (Protein kinase-like protein SgK493) (Sugen kinase 493) (Vertebrate lonesome kinase)",2,"c(Day21, Day14)","recovery_prep_reg_14&21"
"423","PGEN_.00g178500",NA,2,"c(Day7, Day21)","rapid_induced_under_exposures_7&21"
"424","PGEN_.00g179250","Tuliposide B-converting enzyme 1, amyloplastic (TgTCEB1) (EC 4.2.99.23)",3,"c(Day21, Day7, Day14)","all_days"
"425","PGEN_.00g180380","TBC domain-containing protein kinase-like protein",2,"c(Day21, Day14)","recovery_prep_reg_14&21"
"426","PGEN_.00g180610","Deglycase PYRAB04690 (EC 3.5.1.124) (Intracellular protease PYRAB04690) (EC 3.4.22.-)",2,"c(Day7, Day14)","stress_induc_recovery_7&14"
"427","PGEN_.00g180630","Glutathione S-transferase omega-1 (GSTO-1) (EC 2.5.1.18) (Glutathione S-transferase omega 1-1) (GSTO 1-1) (Glutathione-dependent dehydroascorbate reductase) (EC 1.8.5.1) (Monomethylarsonic acid reductase) (MMA(V) reductase) (EC 1.20.4.2) (S-(Phenacyl)glutathione reductase) (SPG-R)",3,"c(Day21, Day14, Day7)","all_days"
"428","PGEN_.00g181310","Protein dcd1A (Acid ceramidase-like protein A)",2,"c(Day7, Day14)","stress_induc_recovery_7&14"
"429","PGEN_.00g183520","Peptidyl-prolyl cis-trans isomerase B (PPIase B) (EC 5.2.1.8) (CYP-S1) (Cyclophilin B) (Rotamase B) (S-cyclophilin) (SCYLP)",2,"c(Day14, Day21)","recovery_prep_reg_14&21"
"430","PGEN_.00g184550","Enoyl-CoA delta isomerase 3 (EC 5.3.3.8) (3-hydroxyacyl-CoA dehydratase 1) (Delta(3),Delta(2)-enoyl CoA isomerase 3) (AtECI3)",3,"c(Day14, Day7, Day21)","all_days"
"431","PGEN_.00g184890",NA,2,"c(Day21, Day14)","recovery_prep_reg_14&21"
"432","PGEN_.00g186270","GTP-binding protein RAD (RAD1) (Ras associated with diabetes)",2,"c(Day21, Day7)","rapid_induced_under_exposures_7&21"
"433","PGEN_.00g186500","D-aspartate oxidase (DASOX) (DDO) (EC 1.4.3.1)",3,"c(Day21, Day14, Day7)","all_days"
"434","PGEN_.00g186660",NA,2,"c(Day21, Day14)","recovery_prep_reg_14&21"
"435","PGEN_.00g187130",NA,3,"c(Day7, Day21, Day14)","all_days"
"436","PGEN_.00g187220",NA,2,"c(Day21, Day14)","recovery_prep_reg_14&21"
"437","PGEN_.00g187320","Interferon-induced very large GTPase 1 (Very large-inducible GTPase-1) (VLIG-1)",3,"c(Day21, Day14, Day7)","all_days"
"438","PGEN_.00g187350","Junctophilin-1 (JP-1) (Junctophilin type 1)",2,"c(Day21, Day14)","recovery_prep_reg_14&21"
"439","PGEN_.00g187930","Pyruvate dehydrogenase phosphatase regulatory subunit, mitochondrial (PDPr)",2,"c(Day21, Day14)","recovery_prep_reg_14&21"
"440","PGEN_.00g188190","Solute carrier family 22 member 15",2,"c(Day21, Day7)","rapid_induced_under_exposures_7&21"
"441","PGEN_.00g188250","Mucin-1 (MUC-1) (Breast carcinoma-associated antigen DF3) (Cancer antigen 15-3) (CA 15-3) (Carcinoma-associated mucin) (Episialin) (H23AG) (Krebs von den Lungen-6) (KL-6) (PEMT) (Peanut-reactive urinary mucin) (PUM) (Polymorphic epithelial mucin) (PEM) (Tumor-associated epithelial membrane antigen) (EMA) (Tumor-associated mucin) (CD antigen CD227) [Cleaved into: Mucin-1 subunit alpha (MUC1-NT) (MUC1-alpha); Mucin-1 subunit beta (MUC1-beta) (MUC1-CT)]",3,"c(Day14, Day7, Day21)","all_days"
"442","PGEN_.00g188760","Collagen alpha-5(VI) chain (Collagen alpha-1(XXIX) chain) (von Willebrand factor A domain-containing protein 4)",3,"c(Day7, Day21, Day14)","all_days"
"443","PGEN_.00g189040","Dehydrogenase/reductase SDR family member 4 (EC 1.1.1.184) (NADPH-dependent carbonyl reductase/NADP-retinol dehydrogenase) (CR) (PHCR) (NADPH-dependent retinol dehydrogenase/reductase) (NDRD) (Peroxisomal short-chain alcohol dehydrogenase) (PSCD) (rabNRDR) (Fragment)",2,"c(Day7, Day21)","rapid_induced_under_exposures_7&21"
"444","PGEN_.00g189960","N-acetylneuraminate lyase (NALase) (EC 4.1.3.3) (N-acetylneuraminate pyruvate-lyase) (N-acetylneuraminic acid aldolase) (Sialate lyase) (Sialate-pyruvate lyase) (Sialic acid aldolase) (Sialic acid lyase)",2,"c(Day7, Day21)","rapid_induced_under_exposures_7&21"
"445","PGEN_.00g190420","Tetratricopeptide repeat protein 5 (TPR repeat protein 5) (Stress-responsive activator of p300) (Strap)",2,"c(Day14, Day21)","recovery_prep_reg_14&21"
"446","PGEN_.00g191400","Tyrosine-protein phosphatase non-receptor type 5 (EC 3.1.3.48) (Neural-specific protein-tyrosine phosphatase) (Striatum-enriched protein-tyrosine phosphatase) (STEP)",3,"c(Day7, Day14, Day21)","all_days"
"447","PGEN_.00g191750","Phospholipid-transporting ATPase ID (EC 7.6.2.1) (ATPase class I type 8B member 2) (P4-ATPase flippase complex alpha subunit ATP8B2)",2,"c(Day21, Day14)","recovery_prep_reg_14&21"
"448","PGEN_.00g192770","Sorting nexin-27",3,"c(Day7, Day14, Day21)","all_days"
"449","PGEN_.00g192880","Chitin synthase (EC 2.4.1.16) (Chitin-UDP acetyl-glucosaminyl transferase)",2,"c(Day21, Day7)","rapid_induced_under_exposures_7&21"
"450","PGEN_.00g192910","Uncharacterized protein C18H10.09",3,"c(Day7, Day21, Day14)","all_days"
"451","PGEN_.00g193090","A disintegrin and metalloproteinase with thrombospondin motifs 7 (ADAM-TS 7) (ADAM-TS7) (ADAMTS-7) (EC 3.4.24.-) (COMPase)",2,"c(Day14, Day21)","recovery_prep_reg_14&21"
"452","PGEN_.00g193490","Sorbitol dehydrogenase (SDH) (EC 1.1.1.-) (Polyol dehydrogenase)",2,"c(Day7, Day14)","stress_induc_recovery_7&14"
"453","PGEN_.00g194150","COP9 signalosome complex subunit 2 (SGN2) (Signalosome subunit 2) (Alien homolog) (JAB1-containing signalosome subunit 2) (Thyroid receptor-interacting protein 15) (TR-interacting protein 15) (TRIP-15)",2,"c(Day7, Day14)","stress_induc_recovery_7&14"
"454","PGEN_.00g195010",NA,2,"c(Day7, Day21)","rapid_induced_under_exposures_7&21"
"455","PGEN_.00g196700",NA,3,"c(Day7, Day21, Day14)","all_days"
"456","PGEN_.00g196770","Neuroplastin (Stromal cell-derived receptor 1) (SDR-1)",2,"c(Day7, Day21)","rapid_induced_under_exposures_7&21"
"457","PGEN_.00g197100","Ubiquitin-conjugating enzyme E2 R2 (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme R2) (Ubiquitin carrier protein R2) (Ubiquitin-conjugating enzyme E2-CDC34B) (Ubiquitin-protein ligase R2)",2,"c(Day21, Day14)","recovery_prep_reg_14&21"
"458","PGEN_.00g197280","Protein lin-10 (Abnormal cell lineage protein 10)",2,"c(Day14, Day21)","recovery_prep_reg_14&21"
"459","PGEN_.00g198080",NA,2,"c(Day7, Day14)","stress_induc_recovery_7&14"
"460","PGEN_.00g198530","Sorting nexin-2",3,"c(Day7, Day14, Day21)","all_days"
"461","PGEN_.00g198990",NA,2,"c(Day7, Day14)","stress_induc_recovery_7&14"
"462","PGEN_.00g199190",NA,3,"c(Day7, Day21, Day14)","all_days"
"463","PGEN_.00g199660","Protein disulfide-isomerase A3 (EC 5.3.4.1) (Endoplasmic reticulum resident protein 57) (ER protein 57) (ERp57) (Glucose-regulated thiol oxidoreductase 58 kDa protein)",2,"c(Day21, Day14)","recovery_prep_reg_14&21"
"464","PGEN_.00g199790",NA,2,"c(Day7, Day14)","stress_induc_recovery_7&14"
"465","PGEN_.00g199810","Neuroendocrine convertase 1 (NEC 1) (EC 3.4.21.93) (Prohormone convertase 1) (Proprotein convertase 1) (PC1)",3,"c(Day21, Day14, Day7)","all_days"
"466","PGEN_.00g199980",NA,3,"c(Day14, Day7, Day21)","all_days"
"467","PGEN_.00g200680","Major facilitator superfamily domain-containing protein 12",2,"c(Day21, Day7)","rapid_induced_under_exposures_7&21"
"468","PGEN_.00g201060",NA,3,"c(Day7, Day14, Day21)","all_days"
"469","PGEN_.00g201290","Putative D-cysteine desulfhydrase 1, mitochondrial (EC 4.4.1.15) (OsD-CDes1) (D-CDes1)",3,"c(Day21, Day14, Day7)","all_days"
"470","PGEN_.00g202990","Probable ATP-dependent RNA helicase DHX34 (EC 3.6.4.13) (DEAH box protein 34)",2,"c(Day14, Day21)","recovery_prep_reg_14&21"
"471","PGEN_.00g203000","Ceramide transfer protein (CERT) (Collagen type IV alpha-3-binding protein) (Goodpasture antigen-binding protein) (GPBP) (START domain-containing protein 11) (StARD11) (StAR-related lipid transfer protein 11)",2,"c(Day21, Day14)","recovery_prep_reg_14&21"
"472","PGEN_.00g203570","15-hydroxyprostaglandin dehydrogenase [NAD(+)] (15-PGDH) (EC 1.1.1.141) (Prostaglandin dehydrogenase 1)",3,"c(Day14, Day7, Day21)","all_days"
"473","PGEN_.00g204080","N-acetylgalactosamine kinase (EC 2.7.1.157) (GalNAc kinase) (Galactokinase 2)",2,"c(Day14, Day21)","recovery_prep_reg_14&21"
"474","PGEN_.00g204650",NA,2,"c(Day7, Day14)","stress_induc_recovery_7&14"
"475","PGEN_.00g204750","TBC1 domain family member 22A",3,"c(Day14, Day7, Day21)","all_days"
"476","PGEN_.00g204830",NA,2,"c(Day14, Day7)","stress_induc_recovery_7&14"
"477","PGEN_.00g205030","Twinfilin-1",2,"c(Day21, Day7)","rapid_induced_under_exposures_7&21"
"478","PGEN_.00g205400","WASH complex subunit 4 (Strumpellin and WASH-interacting protein) (SWIP) (WASH complex subunit SWIP)",2,"c(Day7, Day21)","rapid_induced_under_exposures_7&21"
"479","PGEN_.00g205440","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5 (Complex I subunit B13) (Complex I-13kD-B) (CI-13kD-B) (NADH-ubiquinone oxidoreductase 13 kDa-B subunit)",2,"c(Day21, Day14)","recovery_prep_reg_14&21"
"480","PGEN_.00g205460","Metabotropic glutamate receptor (DmGluRA)",2,"c(Day21, Day7)","rapid_induced_under_exposures_7&21"
"481","PGEN_.00g205860","Deleted in malignant brain tumors 1 protein (Apactin) (CRP-ductin) (Glycoprotein 300) (gp300) (Hensin) (Mucin-like glycoprotein) (Muclin) (Vomeroglandin) (p80)",2,"c(Day7, Day21)","rapid_induced_under_exposures_7&21"
"482","PGEN_.00g206470","G/T mismatch-specific thymine DNA glycosylase (EC 3.2.2.29) (C-JUN leucine zipper interactive protein JZA-3) (Thymine-DNA glycosylase)",2,"c(Day7, Day14)","stress_induc_recovery_7&14"
"483","PGEN_.00g206940","Molybdate-anion transporter (Major facilitator superfamily domain-containing protein 5) (Molybdate transporter 2 homolog)",2,"c(Day21, Day14)","recovery_prep_reg_14&21"
"484","PGEN_.00g207160","Threonine synthase-like 1 (TSH1)",2,"c(Day14, Day21)","recovery_prep_reg_14&21"
"485","PGEN_.00g207910","Slowpoke-binding protein",3,"c(Day7, Day21, Day14)","all_days"
"486","PGEN_.00g208330","Endoplasmin (94 kDa glucose-regulated protein) (GRP-94) (Heat shock protein 90 kDa beta member 1)",2,"c(Day14, Day21)","recovery_prep_reg_14&21"
"487","PGEN_.00g208710","Ras-related protein Rab-7L1 (Rab-7-like protein 1)",2,"c(Day21, Day7)","rapid_induced_under_exposures_7&21"
"488","PGEN_.00g208780","Dipeptidyl peptidase 1 (EC 3.4.14.1) (Cathepsin C) (Cathepsin J) (Dipeptidyl peptidase I) (DPP-I) (DPPI) (Dipeptidyl transferase) [Cleaved into: Dipeptidyl peptidase 1 exclusion domain chain (Dipeptidyl peptidase I exclusion domain chain); Dipeptidyl peptidase 1 heavy chain (Dipeptidyl peptidase I heavy chain); Dipeptidyl peptidase 1 light chain (Dipeptidyl peptidase I light chain)]",2,"c(Day14, Day21)","recovery_prep_reg_14&21"
"489","PGEN_.00g208790","TBC1 domain family member 25",2,"c(Day7, Day21)","rapid_induced_under_exposures_7&21"
"490","PGEN_.00g208950",NA,2,"c(Day14, Day7)","stress_induc_recovery_7&14"
"491","PGEN_.00g209790","Cytosolic 10-formyltetrahydrofolate dehydrogenase (10-FTHFDH) (FDH) (EC 1.5.1.6) (Aldehyde dehydrogenase family 1 member L1)",2,"c(Day21, Day14)","recovery_prep_reg_14&21"
"492","PGEN_.00g209970","Galaxin",2,"c(Day14, Day21)","recovery_prep_reg_14&21"
"493","PGEN_.00g211030",NA,2,"c(Day21, Day14)","recovery_prep_reg_14&21"
"494","PGEN_.00g211210",NA,2,"c(Day14, Day21)","recovery_prep_reg_14&21"
"495","PGEN_.00g211250","Complement C1q tumor necrosis factor-related protein 3 (Collagenous repeat-containing sequence 26 kDa protein) (CORS26) (Secretory protein CORS26)",3,"c(Day14, Day7, Day21)","all_days"
"496","PGEN_.00g211330","DBH-like monooxygenase protein 1 (EC 1.14.17.-) (Monooxygenase X)",3,"c(Day21, Day14, Day7)","all_days"
"497","PGEN_.00g211570",NA,2,"c(Day14, Day21)","recovery_prep_reg_14&21"
"498","PGEN_.00g211680","Transcription initiation factor TFIID subunit 3 (140 kDa TATA box-binding protein-associated factor) (TBP-associated factor 3) (Transcription initiation factor TFIID 140 kDa subunit) (TAF(II)140) (TAF140) (TAFII-140) (TAFII140)",2,"c(Day21, Day14)","recovery_prep_reg_14&21"
"499","PGEN_.00g211890","Hemicentin-1 (Fibulin-6) (FIBL-6)",2,"c(Day7, Day14)","stress_induc_recovery_7&14"
"500","PGEN_.00g212320","WASH complex subunit 1 (WAS protein family homolog 1)",2,"c(Day14, Day21)","recovery_prep_reg_14&21"
"501","PGEN_.00g212330",NA,2,"c(Day14, Day21)","recovery_prep_reg_14&21"
"502","PGEN_.00g212870","Betaine--homocysteine S-methyltransferase 1 (EC 2.1.1.5)",2,"c(Day21, Day7)","rapid_induced_under_exposures_7&21"
"503","PGEN_.00g212950",NA,2,"c(Day21, Day14)","recovery_prep_reg_14&21"
