"","Gene_IDs","slim_term","slim_cat","Gene_count","module_day","Day","moduleColor","Uniprot","Gene_term_EC","gene"
"1256","PGEN_.00g193100","cellular nitrogen compound metaboli...","GO:0034641",174,"Day21_black","Day21","black","Q8CH02","SURP and G-patch domain-containing protein 1 (Splicing factor 4)","SURP and G-patch domain-containing protein 1 "
"1257","PGEN_.00g193120","catabolic process","GO:0009056",27,"Day21_blue","Day21","blue","Q9UKP4","A disintegrin and metalloproteinase with thrombospondin motifs 7 (ADAM-TS 7) (ADAM-TS7) (ADAMTS-7) (EC 3.4.24.-) (COMPase)","A disintegrin and metalloproteinase with thrombospondin motifs 7 "
"1258","PGEN_.00g193650","cellular nitrogen compound metaboli...","GO:0034641",174,"Day21_black","Day21","black","D3IUT5","Treslin (TopBP1-interacting checkpoint and replication regulator) (TopBP1-interacting, replication-stimulating protein)","Treslin "
"1259","PGEN_.00g193650","response to stress","GO:0006950",31,"Day21_black","Day21","black","D3IUT5","Treslin (TopBP1-interacting checkpoint and replication regulator) (TopBP1-interacting, replication-stimulating protein)","Treslin "
"1260","PGEN_.00g193650","DNA metabolic process","GO:0006259",16,"Day21_black","Day21","black","D3IUT5","Treslin (TopBP1-interacting checkpoint and replication regulator) (TopBP1-interacting, replication-stimulating protein)","Treslin "
"1261","PGEN_.00g193830","cell death","GO:0008219",20,"Day7_yellow","Day7","yellow","Q9H4A6","Golgi phosphoprotein 3 (Coat protein GPP34) (Mitochondrial DNA absence factor) (MIDAS)","Golgi phosphoprotein 3 "
"1262","PGEN_.00g193830","locomotion","GO:0040011",12,"Day7_yellow","Day7","yellow","Q9H4A6","Golgi phosphoprotein 3 (Coat protein GPP34) (Mitochondrial DNA absence factor) (MIDAS)","Golgi phosphoprotein 3 "
"1263","PGEN_.00g193830","cell motility","GO:0048870",12,"Day7_yellow","Day7","yellow","Q9H4A6","Golgi phosphoprotein 3 (Coat protein GPP34) (Mitochondrial DNA absence factor) (MIDAS)","Golgi phosphoprotein 3 "
"1264","PGEN_.00g194060","cell death","GO:0008219",42,"Day21_black","Day21","black","Q9WV92","Band 4.1-like protein 3 (4.1B) (Differentially expressed in adenocarcinoma of the lung protein 1) (DAL-1) (DAL1P) (mDAL-1) [Cleaved into: Band 4.1-like protein 3, N-terminally processed]","Band 4.1-like protein 3 "
"1265","PGEN_.00g194480","small molecule metabolic process","GO:0044281",11,"Day21_blue","Day21","blue","Q2UVX4","Complement C3 [Cleaved into: Complement C3 beta chain; Complement C3 alpha chain; C3a anaphylatoxin; C3-beta-c (C3bc); Acylation stimulating protein (ASP) (C3adesArg); Complement C3b alpha' chain; Complement C3c alpha' chain fragment 1; Complement C3dg fragment; Complement C3g fragment; Complement C3d fragment; Complement C3f fragment; Complement C3c alpha' chain fragment 2]","Complement C3 [Cleaved into: Complement C3 beta chain; Complement C3 alpha chain; C3a anaphylatoxin; C3-beta-c "
"1266","PGEN_.00g194480","lipid metabolic process","GO:0006629",11,"Day21_blue","Day21","blue","Q2UVX4","Complement C3 [Cleaved into: Complement C3 beta chain; Complement C3 alpha chain; C3a anaphylatoxin; C3-beta-c (C3bc); Acylation stimulating protein (ASP) (C3adesArg); Complement C3b alpha' chain; Complement C3c alpha' chain fragment 1; Complement C3dg fragment; Complement C3g fragment; Complement C3d fragment; Complement C3f fragment; Complement C3c alpha' chain fragment 2]","Complement C3 [Cleaved into: Complement C3 beta chain; Complement C3 alpha chain; C3a anaphylatoxin; C3-beta-c "
"1267","PGEN_.00g194520","cell death","GO:0008219",42,"Day21_black","Day21","black","Q5ZHV2","N-alpha-acetyltransferase 35, NatC auxiliary subunit (Protein MAK10 homolog)","N-alpha-acetyltransferase 35, NatC auxiliary subunit "
"1268","PGEN_.00g194630","lipid metabolic process","GO:0006629",11,"Day21_blue","Day21","blue","Q9D7J9","Enoyl-CoA hydratase domain-containing protein 3, mitochondrial","Enoyl-CoA hydratase domain-containing protein 3, mitochondrial"
"1269","PGEN_.00g194630","small molecule metabolic process","GO:0044281",11,"Day21_blue","Day21","blue","Q9D7J9","Enoyl-CoA hydratase domain-containing protein 3, mitochondrial","Enoyl-CoA hydratase domain-containing protein 3, mitochondrial"
"1270","PGEN_.00g195290","cellular nitrogen compound metaboli...","GO:0034641",174,"Day21_black","Day21","black","Q92733","Proline-rich protein PRCC (Papillary renal cell carcinoma translocation-associated gene protein)","Proline-rich protein PRCC "
"1271","PGEN_.00g195290","mRNA processing","GO:0006397",26,"Day21_black","Day21","black","Q92733","Proline-rich protein PRCC (Papillary renal cell carcinoma translocation-associated gene protein)","Proline-rich protein PRCC "
"1272","PGEN_.00g195300","locomotion","GO:0040011",12,"Day7_yellow","Day7","yellow","P46940","Ras GTPase-activating-like protein IQGAP1 (p195)","Ras GTPase-activating-like protein IQGAP1 "
"1273","PGEN_.00g195300","cell motility","GO:0048870",12,"Day7_yellow","Day7","yellow","P46940","Ras GTPase-activating-like protein IQGAP1 (p195)","Ras GTPase-activating-like protein IQGAP1 "
"1274","PGEN_.00g195420","anatomical structure development","GO:0048856",13,"Day7_yellow","Day7","yellow","P06684","Complement C5 (Hemolytic complement) [Cleaved into: Complement C5 beta chain; Complement C5 alpha chain; C5a anaphylatoxin; Complement C5 alpha' chain]","Complement C5 "
"1275","PGEN_.00g195420","embryo development","GO:0009790",13,"Day7_yellow","Day7","yellow","P06684","Complement C5 (Hemolytic complement) [Cleaved into: Complement C5 beta chain; Complement C5 alpha chain; C5a anaphylatoxin; Complement C5 alpha' chain]","Complement C5 "
"1276","PGEN_.00g195980","locomotion","GO:0040011",12,"Day7_yellow","Day7","yellow","P46940","Ras GTPase-activating-like protein IQGAP1 (p195)","Ras GTPase-activating-like protein IQGAP1 "
"1277","PGEN_.00g195980","cell motility","GO:0048870",12,"Day7_yellow","Day7","yellow","P46940","Ras GTPase-activating-like protein IQGAP1 (p195)","Ras GTPase-activating-like protein IQGAP1 "
"1278","PGEN_.00g196870","cell cycle","GO:0007049",10,"Day14_brown","Day14","brown","Q9Y6I4","Ubiquitin carboxyl-terminal hydrolase 3 (EC 3.4.19.12) (Deubiquitinating enzyme 3) (Ubiquitin thioesterase 3) (Ubiquitin-specific-processing protease 3)","Ubiquitin carboxyl-terminal hydrolase 3 "
"1279","PGEN_.00g197200","signal transduction","GO:0007165",18,"Day21_red","Day21","red","P27715","Phorbol ester/diacylglycerol-binding protein unc-13 (Uncoordinated protein 13)","Phorbol ester/diacylglycerol-binding protein unc-13 "
"1280","PGEN_.00g197510","locomotion","GO:0040011",23,"Day21_yellow","Day21","yellow","Q24323","Semaphorin-2A (Semaphorin-II) (Sema II)","Semaphorin-2A "
"1281","PGEN_.00g197510","cell motility","GO:0048870",23,"Day21_yellow","Day21","yellow","Q24323","Semaphorin-2A (Semaphorin-II) (Sema II)","Semaphorin-2A "
"1282","PGEN_.00g198260","anatomical structure development","GO:0048856",11,"Day14_magenta","Day14","magenta","Q96KR1","Zinc finger RNA-binding protein (hZFR) (M-phase phosphoprotein homolog)","Zinc finger RNA-binding protein "
"1283","PGEN_.00g198380","biosynthetic process","GO:0009058",109,"Day21_black","Day21","black","Q03111","Protein ENL (YEATS domain-containing protein 1)","Protein ENL "
"1284","PGEN_.00g198380","cellular nitrogen compound metaboli...","GO:0034641",174,"Day21_black","Day21","black","Q03111","Protein ENL (YEATS domain-containing protein 1)","Protein ENL "
"1285","PGEN_.00g198490","cellular nitrogen compound metaboli...","GO:0034641",174,"Day21_black","Day21","black","O15014","Zinc finger protein 609","Zinc finger protein 609"
"1286","PGEN_.00g198490","biosynthetic process","GO:0009058",109,"Day21_black","Day21","black","O15014","Zinc finger protein 609","Zinc finger protein 609"
"1287","PGEN_.00g198530","transport","GO:0006810",68,"Day14_brown","Day14","brown","Q9CWK8","Sorting nexin-2","Sorting nexin-2"
"1288","PGEN_.00g198530","vesicle-mediated transport","GO:0016192",26,"Day14_brown","Day14","brown","Q9CWK8","Sorting nexin-2","Sorting nexin-2"
"1289","PGEN_.00g198530","protein transport","GO:0015031",37,"Day21_blue","Day21","blue","Q9CWK8","Sorting nexin-2","Sorting nexin-2"
"1290","PGEN_.00g198530","transport","GO:0006810",118,"Day21_blue","Day21","blue","Q9CWK8","Sorting nexin-2","Sorting nexin-2"
"1291","PGEN_.00g198530","protein transport","GO:0015031",20,"Day7_brown","Day7","brown","Q9CWK8","Sorting nexin-2","Sorting nexin-2"
"1292","PGEN_.00g198530","protein transport","GO:0015031",29,"Day14_brown","Day14","brown","Q9CWK8","Sorting nexin-2","Sorting nexin-2"
"1293","PGEN_.00g198530","vesicle-mediated transport","GO:0016192",39,"Day21_blue","Day21","blue","Q9CWK8","Sorting nexin-2","Sorting nexin-2"
"1294","PGEN_.00g198530","transport","GO:0006810",48,"Day7_brown","Day7","brown","Q9CWK8","Sorting nexin-2","Sorting nexin-2"
"1295","PGEN_.00g198770","cellular nitrogen compound metaboli...","GO:0034641",174,"Day21_black","Day21","black","Q8N9B5","Junction-mediating and -regulatory protein","Junction-mediating and -regulatory protein"
"1296","PGEN_.00g198770","DNA metabolic process","GO:0006259",16,"Day21_black","Day21","black","Q8N9B5","Junction-mediating and -regulatory protein","Junction-mediating and -regulatory protein"
"1297","PGEN_.00g198770","biosynthetic process","GO:0009058",109,"Day21_black","Day21","black","Q8N9B5","Junction-mediating and -regulatory protein","Junction-mediating and -regulatory protein"
"1298","PGEN_.00g198770","cell death","GO:0008219",42,"Day21_black","Day21","black","Q8N9B5","Junction-mediating and -regulatory protein","Junction-mediating and -regulatory protein"
"1299","PGEN_.00g198770","response to stress","GO:0006950",31,"Day21_black","Day21","black","Q8N9B5","Junction-mediating and -regulatory protein","Junction-mediating and -regulatory protein"
"1300","PGEN_.00g199150","transport","GO:0006810",118,"Day21_blue","Day21","blue","Q9Z160","Conserved oligomeric Golgi complex subunit 1 (COG complex subunit 1) (Component of oligomeric Golgi complex 1) (Low density lipoprotein receptor defect B-complementing protein)","Conserved oligomeric Golgi complex subunit 1 "
"1301","PGEN_.00g199580","catabolic process","GO:0009056",13,"Day7_yellow","Day7","yellow","P46935","E3 ubiquitin-protein ligase NEDD4 (EC 2.3.2.26) (HECT-type E3 ubiquitin transferase NEDD4) (Neural precursor cell expressed developmentally down-regulated protein 4) (NEDD-4)","E3 ubiquitin-protein ligase NEDD4 "
"1302","PGEN_.00g199580","cellular protein modification proce...","GO:0006464",46,"Day7_yellow","Day7","yellow","P46935","E3 ubiquitin-protein ligase NEDD4 (EC 2.3.2.26) (HECT-type E3 ubiquitin transferase NEDD4) (Neural precursor cell expressed developmentally down-regulated protein 4) (NEDD-4)","E3 ubiquitin-protein ligase NEDD4 "
"1303","PGEN_.00g199600","cellular nitrogen compound metaboli...","GO:0034641",20,"Day14_magenta","Day14","magenta","O16277","Putative histone H1.6 (Histone H1-like protein 6)","Putative histone H1.6 "
"1304","PGEN_.00g199600","cellular nitrogen compound metaboli...","GO:0034641",174,"Day21_black","Day21","black","O16277","Putative histone H1.6 (Histone H1-like protein 6)","Putative histone H1.6 "
"1305","PGEN_.00g199600","biosynthetic process","GO:0009058",109,"Day21_black","Day21","black","O16277","Putative histone H1.6 (Histone H1-like protein 6)","Putative histone H1.6 "
"1306","PGEN_.00g199600","biosynthetic process","GO:0009058",11,"Day14_magenta","Day14","magenta","O16277","Putative histone H1.6 (Histone H1-like protein 6)","Putative histone H1.6 "
"1307","PGEN_.00g199640","cellular nitrogen compound metaboli...","GO:0034641",79,"Day21_yellow","Day21","yellow","Q7Z401","C-myc promoter-binding protein (DENN domain-containing protein 4A)","C-myc promoter-binding protein "
"1308","PGEN_.00g199640","biosynthetic process","GO:0009058",79,"Day21_yellow","Day21","yellow","Q7Z401","C-myc promoter-binding protein (DENN domain-containing protein 4A)","C-myc promoter-binding protein "
"1309","PGEN_.00g199700","protein transport","GO:0015031",37,"Day21_blue","Day21","blue","O95714","E3 ubiquitin-protein ligase HERC2 (EC 2.3.2.26) (HECT domain and RCC1-like domain-containing protein 2) (HECT-type E3 ubiquitin transferase HERC2)","E3 ubiquitin-protein ligase HERC2 "
"1310","PGEN_.00g199700","transport","GO:0006810",118,"Day21_blue","Day21","blue","O95714","E3 ubiquitin-protein ligase HERC2 (EC 2.3.2.26) (HECT domain and RCC1-like domain-containing protein 2) (HECT-type E3 ubiquitin transferase HERC2)","E3 ubiquitin-protein ligase HERC2 "
"1311","PGEN_.00g200110","cellular nitrogen compound metaboli...","GO:0034641",10,"Day7_green","Day7","green","Q02078","Myocyte-specific enhancer factor 2A (Serum response factor-like protein 1)","Myocyte-specific enhancer factor 2A "
"1312","PGEN_.00g200110","biosynthetic process","GO:0009058",10,"Day7_green","Day7","green","Q02078","Myocyte-specific enhancer factor 2A (Serum response factor-like protein 1)","Myocyte-specific enhancer factor 2A "
"1313","PGEN_.00g200160","cellular nitrogen compound metaboli...","GO:0034641",40,"Day21_pink","Day21","pink","Q14814","Myocyte-specific enhancer factor 2D","Myocyte-specific enhancer factor 2D"
"1314","PGEN_.00g200160","cell death","GO:0008219",29,"Day21_pink","Day21","pink","Q14814","Myocyte-specific enhancer factor 2D","Myocyte-specific enhancer factor 2D"
"1315","PGEN_.00g200160","biosynthetic process","GO:0009058",40,"Day21_pink","Day21","pink","Q14814","Myocyte-specific enhancer factor 2D","Myocyte-specific enhancer factor 2D"
"1316","PGEN_.00g200710","cellular protein modification proce...","GO:0006464",46,"Day7_yellow","Day7","yellow","Q4U2R1","E3 ubiquitin-protein ligase HERC2 (EC 2.3.2.26) (HECT domain and RCC1-like domain-containing protein 2) (HECT-type E3 ubiquitin transferase HERC2)","E3 ubiquitin-protein ligase HERC2 "
"1317","PGEN_.00g200710","response to stress","GO:0006950",26,"Day7_yellow","Day7","yellow","Q4U2R1","E3 ubiquitin-protein ligase HERC2 (EC 2.3.2.26) (HECT domain and RCC1-like domain-containing protein 2) (HECT-type E3 ubiquitin transferase HERC2)","E3 ubiquitin-protein ligase HERC2 "
"1318","PGEN_.00g200740","cellular protein modification proce...","GO:0006464",30,"Day21_pink","Day21","pink","Q5ZIJ9","E3 ubiquitin-protein ligase MIB2 (EC 2.3.2.27) (Mind bomb homolog 2) (RING-type E3 ubiquitin transferase MIB2)","E3 ubiquitin-protein ligase MIB2 "
"1319","PGEN_.00g200900","mRNA processing","GO:0006397",26,"Day21_black","Day21","black","Q5U1W5","U11/U12 small nuclear ribonucleoprotein 35 kDa protein (U11/U12 snRNP 35 kDa protein) (U1 snRNP-binding protein homolog)","U11/U12 small nuclear ribonucleoprotein 35 kDa protein "
"1320","PGEN_.00g200900","cellular nitrogen compound metaboli...","GO:0034641",174,"Day21_black","Day21","black","Q5U1W5","U11/U12 small nuclear ribonucleoprotein 35 kDa protein (U11/U12 snRNP 35 kDa protein) (U1 snRNP-binding protein homolog)","U11/U12 small nuclear ribonucleoprotein 35 kDa protein "
"1321","PGEN_.00g202280","cellular nitrogen compound metaboli...","GO:0034641",174,"Day21_black","Day21","black","Q810V0","U3 small nucleolar ribonucleoprotein protein MPP10 (M phase phosphoprotein 10)","U3 small nucleolar ribonucleoprotein protein MPP10 "
"1322","PGEN_.00g202280","ribosome biogenesis","GO:0042254",21,"Day21_black","Day21","black","Q810V0","U3 small nucleolar ribonucleoprotein protein MPP10 (M phase phosphoprotein 10)","U3 small nucleolar ribonucleoprotein protein MPP10 "
"1323","PGEN_.00g202740","cell death","GO:0008219",20,"Day21_red","Day21","red","Q8CG80","SH2 domain-containing adapter protein F","SH2 domain-containing adapter protein F"
"1324","PGEN_.00g202790","cellular nitrogen compound metaboli...","GO:0034641",47,"Day7_yellow","Day7","yellow","Q99MY8","Histone-lysine N-methyltransferase ASH1L (EC 2.1.1.-) (ASH1-like protein) (Absent small and homeotic disks protein 1 homolog)","Histone-lysine N-methyltransferase ASH1L "
"1325","PGEN_.00g202790","biosynthetic process","GO:0009058",79,"Day21_yellow","Day21","yellow","Q99MY8","Histone-lysine N-methyltransferase ASH1L (EC 2.1.1.-) (ASH1-like protein) (Absent small and homeotic disks protein 1 homolog)","Histone-lysine N-methyltransferase ASH1L "
"1326","PGEN_.00g202790","biosynthetic process","GO:0009058",47,"Day7_yellow","Day7","yellow","Q99MY8","Histone-lysine N-methyltransferase ASH1L (EC 2.1.1.-) (ASH1-like protein) (Absent small and homeotic disks protein 1 homolog)","Histone-lysine N-methyltransferase ASH1L "
"1327","PGEN_.00g202790","cellular nitrogen compound metaboli...","GO:0034641",79,"Day21_yellow","Day21","yellow","Q99MY8","Histone-lysine N-methyltransferase ASH1L (EC 2.1.1.-) (ASH1-like protein) (Absent small and homeotic disks protein 1 homolog)","Histone-lysine N-methyltransferase ASH1L "
"1328","PGEN_.00g202830","biosynthetic process","GO:0009058",47,"Day7_yellow","Day7","yellow","O88685","26S proteasome regulatory subunit 6A (26S proteasome AAA-ATPase subunit RPT5) (Proteasome 26S subunit ATPase 3) (Tat-binding protein 1) (TBP-1)","26S proteasome regulatory subunit 6A "
"1329","PGEN_.00g202830","cellular nitrogen compound metaboli...","GO:0034641",47,"Day7_yellow","Day7","yellow","O88685","26S proteasome regulatory subunit 6A (26S proteasome AAA-ATPase subunit RPT5) (Proteasome 26S subunit ATPase 3) (Tat-binding protein 1) (TBP-1)","26S proteasome regulatory subunit 6A "
"1330","PGEN_.00g203220","cellular nitrogen compound metaboli...","GO:0034641",79,"Day21_yellow","Day21","yellow","Q86XN6","Zinc finger protein 761","Zinc finger protein 761"
"1331","PGEN_.00g203220","biosynthetic process","GO:0009058",79,"Day21_yellow","Day21","yellow","Q86XN6","Zinc finger protein 761","Zinc finger protein 761"
"1332","PGEN_.00g203340","response to stress","GO:0006950",24,"Day21_pink","Day21","pink","Q32L09","Shiftless antiviral inhibitor of ribosomal frameshifting protein homolog (SHFL) (Repressor of yield of DENV protein homolog) (RyDEN)","Shiftless antiviral inhibitor of ribosomal frameshifting protein homolog "
"1333","PGEN_.00g203340","immune system process","GO:0002376",24,"Day21_pink","Day21","pink","Q32L09","Shiftless antiviral inhibitor of ribosomal frameshifting protein homolog (SHFL) (Repressor of yield of DENV protein homolog) (RyDEN)","Shiftless antiviral inhibitor of ribosomal frameshifting protein homolog "
"1334","PGEN_.00g203470","cell cycle","GO:0007049",10,"Day21_black","Day21","black","P56211","cAMP-regulated phosphoprotein 19 (ARPP-19)","cAMP-regulated phosphoprotein 19 "
"1335","PGEN_.00g204100","cell cycle","GO:0007049",10,"Day21_black","Day21","black","P68372","Tubulin beta-4B chain (Tubulin beta-2C chain)","Tubulin beta-4B chain "
"1336","PGEN_.00g204640","vesicle-mediated transport","GO:0016192",26,"Day14_brown","Day14","brown","P51638","Caveolin-3","Caveolin-3"
"1337","PGEN_.00g204640","transport","GO:0006810",68,"Day14_brown","Day14","brown","P51638","Caveolin-3","Caveolin-3"
"1338","PGEN_.00g204750","protein transport","GO:0015031",20,"Day7_brown","Day7","brown","Q8WUA7","TBC1 domain family member 22A","TBC1 domain family member 22A"
"1339","PGEN_.00g204750","transport","GO:0006810",68,"Day14_brown","Day14","brown","Q8WUA7","TBC1 domain family member 22A","TBC1 domain family member 22A"
"1340","PGEN_.00g204750","protein transport","GO:0015031",29,"Day14_brown","Day14","brown","Q8WUA7","TBC1 domain family member 22A","TBC1 domain family member 22A"
"1341","PGEN_.00g204750","transport","GO:0006810",48,"Day7_brown","Day7","brown","Q8WUA7","TBC1 domain family member 22A","TBC1 domain family member 22A"
"1342","PGEN_.00g204770","anatomical structure development","GO:0048856",11,"Day14_magenta","Day14","magenta","P17141","Zinc finger protein 37 (Zfp-37) (Male germ cell-specific zinc finger protein)","Zinc finger protein 37 "
"1343","PGEN_.00g204770","reproduction","GO:0000003",15,"Day21_black","Day21","black","P17141","Zinc finger protein 37 (Zfp-37) (Male germ cell-specific zinc finger protein)","Zinc finger protein 37 "
"1344","PGEN_.00g205040","cell death","GO:0008219",42,"Day21_black","Day21","black","Q9JJY4","Probable ATP-dependent RNA helicase DDX20 (EC 3.6.4.13) (Component of gems 3) (DEAD box protein 20) (DEAD box protein DP 103) (Gemin-3) (Regulator of steroidogenic factor 1) (ROSF-1)","Probable ATP-dependent RNA helicase DDX20 "
"1345","PGEN_.00g205040","biosynthetic process","GO:0009058",109,"Day21_black","Day21","black","Q9JJY4","Probable ATP-dependent RNA helicase DDX20 (EC 3.6.4.13) (Component of gems 3) (DEAD box protein 20) (DEAD box protein DP 103) (Gemin-3) (Regulator of steroidogenic factor 1) (ROSF-1)","Probable ATP-dependent RNA helicase DDX20 "
"1346","PGEN_.00g205040","cellular nitrogen compound metaboli...","GO:0034641",174,"Day21_black","Day21","black","Q9JJY4","Probable ATP-dependent RNA helicase DDX20 (EC 3.6.4.13) (Component of gems 3) (DEAD box protein 20) (DEAD box protein DP 103) (Gemin-3) (Regulator of steroidogenic factor 1) (ROSF-1)","Probable ATP-dependent RNA helicase DDX20 "
"1347","PGEN_.00g205320","transport","GO:0006810",118,"Day21_blue","Day21","blue","Q9P2N4","A disintegrin and metalloproteinase with thrombospondin motifs 9 (ADAM-TS 9) (ADAM-TS9) (ADAMTS-9) (EC 3.4.24.-)","A disintegrin and metalloproteinase with thrombospondin motifs 9 "
"1348","PGEN_.00g205330","transport","GO:0006810",118,"Day21_blue","Day21","blue","Q9P2N4","A disintegrin and metalloproteinase with thrombospondin motifs 9 (ADAM-TS 9) (ADAM-TS9) (ADAMTS-9) (EC 3.4.24.-)","A disintegrin and metalloproteinase with thrombospondin motifs 9 "
"1349","PGEN_.00g205400","transport","GO:0006810",118,"Day21_blue","Day21","blue","Q2M389","WASH complex subunit 4 (Strumpellin and WASH-interacting protein) (SWIP) (WASH complex subunit SWIP)","WASH complex subunit 4 "
"1350","PGEN_.00g205400","vesicle-mediated transport","GO:0016192",39,"Day21_blue","Day21","blue","Q2M389","WASH complex subunit 4 (Strumpellin and WASH-interacting protein) (SWIP) (WASH complex subunit SWIP)","WASH complex subunit 4 "
"1351","PGEN_.00g205400","transport","GO:0006810",48,"Day7_brown","Day7","brown","Q2M389","WASH complex subunit 4 (Strumpellin and WASH-interacting protein) (SWIP) (WASH complex subunit SWIP)","WASH complex subunit 4 "
"1352","PGEN_.00g205590","response to stress","GO:0006950",31,"Day21_black","Day21","black","Q9CU62","Structural maintenance of chromosomes protein 1A (SMC protein 1A) (SMC-1-alpha) (SMC-1A) (Chromosome segregation protein SmcB) (Sb1.8)","Structural maintenance of chromosomes protein 1A "
"1353","PGEN_.00g205590","DNA metabolic process","GO:0006259",16,"Day21_black","Day21","black","Q9CU62","Structural maintenance of chromosomes protein 1A (SMC protein 1A) (SMC-1-alpha) (SMC-1A) (Chromosome segregation protein SmcB) (Sb1.8)","Structural maintenance of chromosomes protein 1A "
"1354","PGEN_.00g205590","cellular nitrogen compound metaboli...","GO:0034641",174,"Day21_black","Day21","black","Q9CU62","Structural maintenance of chromosomes protein 1A (SMC protein 1A) (SMC-1-alpha) (SMC-1A) (Chromosome segregation protein SmcB) (Sb1.8)","Structural maintenance of chromosomes protein 1A "
"1355","PGEN_.00g205670","cellular nitrogen compound metaboli...","GO:0034641",29,"Day21_red","Day21","red","Q96MG7","Non-structural maintenance of chromosomes element 3 homolog (Non-SMC element 3 homolog) (Hepatocellular carcinoma-associated protein 4) (MAGE-G1 antigen) (Melanoma-associated antigen G1) (Necdin-like protein 2)","Non-structural maintenance of chromosomes element 3 homolog "
"1356","PGEN_.00g205670","response to stress","GO:0006950",15,"Day21_red","Day21","red","Q96MG7","Non-structural maintenance of chromosomes element 3 homolog (Non-SMC element 3 homolog) (Hepatocellular carcinoma-associated protein 4) (MAGE-G1 antigen) (Melanoma-associated antigen G1) (Necdin-like protein 2)","Non-structural maintenance of chromosomes element 3 homolog "
"1357","PGEN_.00g205670","DNA metabolic process","GO:0006259",15,"Day21_red","Day21","red","Q96MG7","Non-structural maintenance of chromosomes element 3 homolog (Non-SMC element 3 homolog) (Hepatocellular carcinoma-associated protein 4) (MAGE-G1 antigen) (Melanoma-associated antigen G1) (Necdin-like protein 2)","Non-structural maintenance of chromosomes element 3 homolog "
"1358","PGEN_.00g205690","biosynthetic process","GO:0009058",40,"Day21_pink","Day21","pink","Q9Z1J2","Serine/threonine-protein kinase Nek4 (EC 2.7.11.1) (Never in mitosis A-related kinase 4) (NimA-related protein kinase 4) (Serine/threonine-protein kinase 2)","Serine/threonine-protein kinase Nek4 "
"1359","PGEN_.00g205690","cellular nitrogen compound metaboli...","GO:0034641",40,"Day21_pink","Day21","pink","Q9Z1J2","Serine/threonine-protein kinase Nek4 (EC 2.7.11.1) (Never in mitosis A-related kinase 4) (NimA-related protein kinase 4) (Serine/threonine-protein kinase 2)","Serine/threonine-protein kinase Nek4 "
"1360","PGEN_.00g205860","transport","GO:0006810",48,"Day7_brown","Day7","brown","Q60997","Deleted in malignant brain tumors 1 protein (Apactin) (CRP-ductin) (Glycoprotein 300) (gp300) (Hensin) (Mucin-like glycoprotein) (Muclin) (Vomeroglandin) (p80)","Deleted in malignant brain tumors 1 protein "
"1361","PGEN_.00g205860","transport","GO:0006810",118,"Day21_blue","Day21","blue","Q60997","Deleted in malignant brain tumors 1 protein (Apactin) (CRP-ductin) (Glycoprotein 300) (gp300) (Hensin) (Mucin-like glycoprotein) (Muclin) (Vomeroglandin) (p80)","Deleted in malignant brain tumors 1 protein "
"1362","PGEN_.00g206280","cell death","GO:0008219",20,"Day21_red","Day21","red","Q8N488","RING1 and YY1-binding protein (Apoptin-associating protein 1) (APAP-1) (Death effector domain-associated factor) (DED-associated factor) (YY1 and E4TF1-associated factor 1)","RING1 and YY1-binding protein "
"1363","PGEN_.00g207950","transport","GO:0006810",118,"Day21_blue","Day21","blue","Q8C0L8","Conserved oligomeric Golgi complex subunit 5 (COG complex subunit 5) (Component of oligomeric Golgi complex 5)","Conserved oligomeric Golgi complex subunit 5 "
"1364","PGEN_.00g208100","transport","GO:0006810",68,"Day14_brown","Day14","brown","P51644","ADP-ribosylation factor 4","ADP-ribosylation factor 4"
"1365","PGEN_.00g208710","vesicle-mediated transport","GO:0016192",39,"Day21_blue","Day21","blue","Q5R7A4","Ras-related protein Rab-7L1 (Rab-7-like protein 1)","Ras-related protein Rab-7L1 "
"1366","PGEN_.00g208710","transport","GO:0006810",118,"Day21_blue","Day21","blue","Q5R7A4","Ras-related protein Rab-7L1 (Rab-7-like protein 1)","Ras-related protein Rab-7L1 "
"1367","PGEN_.00g208710","transport","GO:0006810",48,"Day7_brown","Day7","brown","Q5R7A4","Ras-related protein Rab-7L1 (Rab-7-like protein 1)","Ras-related protein Rab-7L1 "
"1368","PGEN_.00g208730","signal transduction","GO:0007165",29,"Day7_yellow","Day7","yellow","P41594","Metabotropic glutamate receptor 5 (mGluR5)","Metabotropic glutamate receptor 5 "
"1369","PGEN_.00g208780","catabolic process","GO:0009056",20,"Day14_brown","Day14","brown","Q3ZCJ8","Dipeptidyl peptidase 1 (EC 3.4.14.1) (Cathepsin C) (Cathepsin J) (Dipeptidyl peptidase I) (DPP-I) (DPPI) (Dipeptidyl transferase) [Cleaved into: Dipeptidyl peptidase 1 exclusion domain chain (Dipeptidyl peptidase I exclusion domain chain); Dipeptidyl peptidase 1 heavy chain (Dipeptidyl peptidase I heavy chain); Dipeptidyl peptidase 1 light chain (Dipeptidyl peptidase I light chain)]","Dipeptidyl peptidase 1 "
