"","Gene_IDs","slim_term","slim_cat","Gene_count","module_day","Day","moduleColor","Uniprot","Gene_term_EC","gene"
"1089","PGEN_.00g146460","transcription factor binding","GO:0008134",4,"Day21_yellow","Day21","yellow","Q9QZR0","E3 ubiquitin-protein ligase RNF25 (EC 2.3.2.27) (RING finger protein 25) (RING finger protein AO7) (RING-type E3 ubiquitin transferase RNF25)","E3 ubiquitin-protein ligase RNF25 "
"1090","PGEN_.00g146860","oxidoreductase activity","GO:0016491",2,"Day21_red","Day21","red","P29475","Nitric oxide synthase, brain (EC 1.14.13.39) (Constitutive NOS) (NC-NOS) (NOS type I) (Neuronal NOS) (N-NOS) (nNOS) (Peptidyl-cysteine S-nitrosylase NOS1) (bNOS)","Nitric oxide synthase, brain "
"1091","PGEN_.00g147140","ion binding","GO:0043167",164,"Day21_black","Day21","black","Q9W2D6","Mitochondrial import inner membrane translocase subunit Tim10","Mitochondrial import inner membrane translocase subunit Tim10"
"1092","PGEN_.00g147150","cytoskeletal protein binding","GO:0008092",32,"Day21_yellow","Day21","yellow","Q8JZP3","Kelch-like protein 2","Kelch-like protein 2"
"1093","PGEN_.00g147170","enzyme binding","GO:0019899",17,"Day7_brown","Day7","brown","Q00610","Clathrin heavy chain 1 (Clathrin heavy chain on chromosome 17) (CLH-17)","Clathrin heavy chain 1 "
"1094","PGEN_.00g147170","enzyme binding","GO:0019899",35,"Day14_brown","Day14","brown","Q00610","Clathrin heavy chain 1 (Clathrin heavy chain on chromosome 17) (CLH-17)","Clathrin heavy chain 1 "
"1095","PGEN_.00g147960","cytoskeletal protein binding","GO:0008092",18,"Day7_yellow","Day7","yellow","Q9H6U6","Breast carcinoma-amplified sequence 3 (GAOB1)","Breast carcinoma-amplified sequence 3 "
"1096","PGEN_.00g147960","transcription factor binding","GO:0008134",5,"Day7_yellow","Day7","yellow","Q9H6U6","Breast carcinoma-amplified sequence 3 (GAOB1)","Breast carcinoma-amplified sequence 3 "
"1097","PGEN_.00g147960","cytoskeletal protein binding","GO:0008092",31,"Day21_blue","Day21","blue","Q9H6U6","Breast carcinoma-amplified sequence 3 (GAOB1)","Breast carcinoma-amplified sequence 3 "
"1098","PGEN_.00g147960","enzyme regulator activity","GO:0030234",6,"Day7_yellow","Day7","yellow","Q9H6U6","Breast carcinoma-amplified sequence 3 (GAOB1)","Breast carcinoma-amplified sequence 3 "
"1099","PGEN_.00g148030","ion binding","GO:0043167",154,"Day21_red","Day21","red","Q9BX63","Fanconi anemia group J protein (Protein FACJ) (EC 3.6.4.13) (ATP-dependent RNA helicase BRIP1) (BRCA1-associated C-terminal helicase 1) (BRCA1-interacting protein C-terminal helicase 1) (BRCA1-interacting protein 1)","Fanconi anemia group J protein "
"1100","PGEN_.00g149140","protein-macromolecule adaptor activ...","GO:0030674",3,"Day7_brown","Day7","brown","Q16932","Syntaxin","Syntaxin"
"1101","PGEN_.00g149140","protein-macromolecule adaptor activ...","GO:0030674",7,"Day21_blue","Day21","blue","Q16932","Syntaxin","Syntaxin"
"1102","PGEN_.00g149210","ion binding","GO:0043167",154,"Day21_red","Day21","red","Q8TA83","DnaJ homolog dnj-10 (DnaJ domain protein 10)","DnaJ homolog dnj-10 "
"1103","PGEN_.00g149230","ion binding","GO:0043167",123,"Day7_yellow","Day7","yellow","Q9UH65","Switch-associated protein 70 (SWAP-70)","Switch-associated protein 70 "
"1104","PGEN_.00g149360","ion binding","GO:0043167",273,"Day21_blue","Day21","blue","A2A761","Zinc finger protein 69 (Zinc finger protein 642)","Zinc finger protein 69 "
"1105","PGEN_.00g149820","ion binding","GO:0043167",128,"Day21_pink","Day21","pink","E9F8M3","Reducing polyketide synthase swnK (EC 2.3.1.-) (Swainsonine biosynthesis gene cluster protein K)","Reducing polyketide synthase swnK "
"1106","PGEN_.00g150010","peptidase activity","GO:0008233",4,"Day21_magenta","Day21","magenta","Q13867","Bleomycin hydrolase (BH) (BLM hydrolase) (BMH) (EC 3.4.22.40)","Bleomycin hydrolase "
"1107","PGEN_.00g150040","DNA binding","GO:0003677",18,"Day21_yellow","Day21","yellow","P17141","Zinc finger protein 37 (Zfp-37) (Male germ cell-specific zinc finger protein)","Zinc finger protein 37 "
"1108","PGEN_.00g150120","ion binding","GO:0043167",39,"Day14_magenta","Day14","magenta","Q9Y6X9","ATPase MORC2 (EC 3.6.1.3) (MORC family CW-type zinc finger protein 2) (Zinc finger CW-type coiled-coil domain protein 1)","ATPase MORC2 "
"1109","PGEN_.00g150480","ion binding","GO:0043167",154,"Day21_red","Day21","red","Q810B6","Rabankyrin-5 (Rank-5) (Ankyrin repeat and FYVE domain-containing protein 1) (Ankyrin repeats hooked to a zinc finger motif)","Rabankyrin-5 "
"1110","PGEN_.00g150480","enzyme binding","GO:0019899",17,"Day7_brown","Day7","brown","Q810B6","Rabankyrin-5 (Rank-5) (Ankyrin repeat and FYVE domain-containing protein 1) (Ankyrin repeats hooked to a zinc finger motif)","Rabankyrin-5 "
"1111","PGEN_.00g150610","ion binding","GO:0043167",128,"Day21_pink","Day21","pink","Q99KR6","E3 ubiquitin-protein ligase RNF34 (EC 2.3.2.27) (Phafin-1) (RING finger protein 34) (RING-type E3 ubiquitin transferase RNF34)","E3 ubiquitin-protein ligase RNF34 "
"1112","PGEN_.00g150610","enzyme binding","GO:0019899",15,"Day21_pink","Day21","pink","Q99KR6","E3 ubiquitin-protein ligase RNF34 (EC 2.3.2.27) (Phafin-1) (RING finger protein 34) (RING-type E3 ubiquitin transferase RNF34)","E3 ubiquitin-protein ligase RNF34 "
"1113","PGEN_.00g150640","lipid binding","GO:0008289",17,"Day14_brown","Day14","brown","Q969R2","Oxysterol-binding protein 2 (Oxysterol-binding protein-related protein 4) (ORP-4) (OSBP-related protein 4)","Oxysterol-binding protein 2 "
"1114","PGEN_.00g150640","lipid binding","GO:0008289",17,"Day7_brown","Day7","brown","Q969R2","Oxysterol-binding protein 2 (Oxysterol-binding protein-related protein 4) (ORP-4) (OSBP-related protein 4)","Oxysterol-binding protein 2 "
"1115","PGEN_.00g150640","lipid binding","GO:0008289",32,"Day21_blue","Day21","blue","Q969R2","Oxysterol-binding protein 2 (Oxysterol-binding protein-related protein 4) (ORP-4) (OSBP-related protein 4)","Oxysterol-binding protein 2 "
"1116","PGEN_.00g151290","ion binding","GO:0043167",39,"Day14_magenta","Day14","magenta","P17141","Zinc finger protein 37 (Zfp-37) (Male germ cell-specific zinc finger protein)","Zinc finger protein 37 "
"1117","PGEN_.00g151370","ion binding","GO:0043167",164,"Day21_black","Day21","black","Q92614","Unconventional myosin-XVIIIa (Molecule associated with JAK3 N-terminus) (MAJN) (Myosin containing a PDZ domain) (Surfactant protein receptor SP-R210) (SP-R210)","Unconventional myosin-XVIIIa "
"1118","PGEN_.00g151510","enzyme binding","GO:0019899",17,"Day7_brown","Day7","brown","Q6ZP65","BICD family-like cargo adapter 1 (Bicaudal D-related protein 1) (BICD-related protein 1) (BICDR-1) (Coiled-coil domain-containing protein 64A) (CCDC64A)","BICD family-like cargo adapter 1 "
"1119","PGEN_.00g151640","ion binding","GO:0043167",154,"Day21_red","Day21","red","Q54BU4","ABC transporter B family member 1 (ABC transporter ABCB.1)","ABC transporter B family member 1 "
"1120","PGEN_.00g152810","ion binding","GO:0043167",164,"Day21_black","Day21","black","O75152","Zinc finger CCCH domain-containing protein 11A","Zinc finger CCCH domain-containing protein 11A"
"1121","PGEN_.00g152810","RNA binding","GO:0003723",53,"Day21_black","Day21","black","O75152","Zinc finger CCCH domain-containing protein 11A","Zinc finger CCCH domain-containing protein 11A"
"1122","PGEN_.00g152970","structural molecule activity","GO:0005198",7,"Day21_black","Day21","black","O70511","Ankyrin-3 (ANK-3) (Ankyrin-G)","Ankyrin-3 "
"1123","PGEN_.00g152970","transcription factor binding","GO:0008134",9,"Day21_black","Day21","black","O70511","Ankyrin-3 (ANK-3) (Ankyrin-G)","Ankyrin-3 "
"1124","PGEN_.00g153300","ion binding","GO:0043167",273,"Day21_blue","Day21","blue","O75152","Zinc finger CCCH domain-containing protein 11A","Zinc finger CCCH domain-containing protein 11A"
"1125","PGEN_.00g153420","ion binding","GO:0043167",273,"Day21_blue","Day21","blue","Q5RI75","Ras and EF-hand domain-containing protein homolog","Ras and EF-hand domain-containing protein homolog"
"1126","PGEN_.00g153420","ion binding","GO:0043167",33,"Day14_brown","Day14","brown","Q5RI75","Ras and EF-hand domain-containing protein homolog","Ras and EF-hand domain-containing protein homolog"
"1127","PGEN_.00g153630","ion binding","GO:0043167",273,"Day21_blue","Day21","blue","Q63150","Dihydropyrimidinase (DHP) (DHPase) (EC 3.5.2.2) (Dihydropyrimidine amidohydrolase) (Hydantoinase)","Dihydropyrimidinase "
"1128","PGEN_.00g153790","ion binding","GO:0043167",273,"Day21_blue","Day21","blue","Q91618","Membrane-associated tyrosine- and threonine-specific cdc2-inhibitory kinase (EC 2.7.11.1) (Myt1 kinase)","Membrane-associated tyrosine- and threonine-specific cdc2-inhibitory kinase "
"1129","PGEN_.00g153860","peptidase activity","GO:0008233",53,"Day21_blue","Day21","blue","Q8C4U3","Secreted frizzled-related protein 1 (sFRP-1)","Secreted frizzled-related protein 1 "
"1130","PGEN_.00g154740","ion binding","GO:0043167",128,"Day21_pink","Day21","pink","Q0E908","Hillarin (D-Hillarin) (D-hil)","Hillarin "
"1131","PGEN_.00g154880","ion binding","GO:0043167",36,"Day21_magenta","Day21","magenta","P79800","GTPase KRas (K-Ras 2) (Ki-Ras) (K-ras)","GTPase KRas "
"1132","PGEN_.00g154930","ion binding","GO:0043167",66,"Day7_brown","Day7","brown","P54276","DNA mismatch repair protein Msh6 (G/T mismatch-binding protein) (GTBP) (GTMBP) (MutS protein homolog 6) (MutS-alpha 160 kDa subunit) (p160)","DNA mismatch repair protein Msh6 "
"1133","PGEN_.00g154930","DNA binding","GO:0003677",2,"Day7_brown","Day7","brown","P54276","DNA mismatch repair protein Msh6 (G/T mismatch-binding protein) (GTBP) (GTMBP) (MutS protein homolog 6) (MutS-alpha 160 kDa subunit) (p160)","DNA mismatch repair protein Msh6 "
"1134","PGEN_.00g154930","histone binding","GO:0042393",4,"Day21_yellow","Day21","yellow","P54276","DNA mismatch repair protein Msh6 (G/T mismatch-binding protein) (GTBP) (GTMBP) (MutS protein homolog 6) (MutS-alpha 160 kDa subunit) (p160)","DNA mismatch repair protein Msh6 "
"1135","PGEN_.00g155000","enzyme binding","GO:0019899",30,"Day7_yellow","Day7","yellow","B5DF45","TNF receptor-associated factor 6 (EC 2.3.2.27) (E3 ubiquitin-protein ligase TRAF6) (RING-type E3 ubiquitin transferase TRAF6)","TNF receptor-associated factor 6 "
"1136","PGEN_.00g155000","enzyme binding","GO:0019899",15,"Day21_pink","Day21","pink","B5DF45","TNF receptor-associated factor 6 (EC 2.3.2.27) (E3 ubiquitin-protein ligase TRAF6) (RING-type E3 ubiquitin transferase TRAF6)","TNF receptor-associated factor 6 "
"1137","PGEN_.00g155000","ion binding","GO:0043167",128,"Day21_pink","Day21","pink","B5DF45","TNF receptor-associated factor 6 (EC 2.3.2.27) (E3 ubiquitin-protein ligase TRAF6) (RING-type E3 ubiquitin transferase TRAF6)","TNF receptor-associated factor 6 "
"1138","PGEN_.00g155710","enzyme regulator activity","GO:0030234",29,"Day21_blue","Day21","blue","Q0VDN7","RUN domain-containing protein 1","RUN domain-containing protein 1"
"1139","PGEN_.00g155710","enzyme binding","GO:0019899",17,"Day7_brown","Day7","brown","Q0VDN7","RUN domain-containing protein 1","RUN domain-containing protein 1"
"1140","PGEN_.00g155710","enzyme binding","GO:0019899",35,"Day14_brown","Day14","brown","Q0VDN7","RUN domain-containing protein 1","RUN domain-containing protein 1"
"1141","PGEN_.00g156010","enzyme binding","GO:0019899",35,"Day14_brown","Day14","brown","Q6ZT07","TBC1 domain family member 9 (TBC1 domain family member 9A)","TBC1 domain family member 9 "
"1142","PGEN_.00g156020","enzyme binding","GO:0019899",9,"Day14_pink","Day14","pink","B0R0W9","TBC1 domain family member 8B","TBC1 domain family member 8B"
"1143","PGEN_.00g156020","enzyme regulator activity","GO:0030234",14,"Day14_pink","Day14","pink","B0R0W9","TBC1 domain family member 8B","TBC1 domain family member 8B"
"1144","PGEN_.00g156200","transmembrane transporter activity","GO:0022857",8,"Day21_red","Day21","red","Q9D6X5","Solute carrier family 52, riboflavin transporter, member 3 (Riboflavin transporter 2) (RFT2)","Solute carrier family 52, riboflavin transporter, member 3 "
"1145","PGEN_.00g156240","peptidase activity","GO:0008233",26,"Day7_brown","Day7","brown","P47796","Chymotrypsin A (EC 3.4.21.1)","Chymotrypsin A "
"1146","PGEN_.00g156260","ion binding","GO:0043167",273,"Day21_blue","Day21","blue","Q8BGC4","Prostaglandin reductase-3 (PTGR-3) (EC 1.3.1.48) (15-oxoprostaglandin 13-reductase) (Zinc-binding alcohol dehydrogenase domain-containing protein 2)","Prostaglandin reductase-3 "
"1147","PGEN_.00g156260","ion binding","GO:0043167",66,"Day7_brown","Day7","brown","Q8BGC4","Prostaglandin reductase-3 (PTGR-3) (EC 1.3.1.48) (15-oxoprostaglandin 13-reductase) (Zinc-binding alcohol dehydrogenase domain-containing protein 2)","Prostaglandin reductase-3 "
"1148","PGEN_.00g156290","ion binding","GO:0043167",66,"Day7_brown","Day7","brown","Q8VYA5","Serine/arginine-rich splicing factor RS2Z33 (RS-containing zinc finger protein 33) (At-RS2Z33) (At-RSZ33) (AtRSZ33)","Serine/arginine-rich splicing factor RS2Z33 "
"1149","PGEN_.00g156310","lipid binding","GO:0008289",32,"Day21_blue","Day21","blue","Q9BXB4","Oxysterol-binding protein-related protein 11 (ORP-11) (OSBP-related protein 11)","Oxysterol-binding protein-related protein 11 "
"1150","PGEN_.00g157390","ion binding","GO:0043167",128,"Day21_pink","Day21","pink","A2R345","Dicer-like protein 2-1 [Includes: Endoribonuclease dcl2-1 (EC 3.1.26.-); ATP-dependent helicase dcl2-1 (EC 3.6.4.-)]","Dicer-like protein 2-1 [Includes: Endoribonuclease dcl2-1 "
"1151","PGEN_.00g157390","ATPase activity","GO:0016887",7,"Day21_pink","Day21","pink","A2R345","Dicer-like protein 2-1 [Includes: Endoribonuclease dcl2-1 (EC 3.1.26.-); ATP-dependent helicase dcl2-1 (EC 3.6.4.-)]","Dicer-like protein 2-1 [Includes: Endoribonuclease dcl2-1 "
"1152","PGEN_.00g158020","ion binding","GO:0043167",123,"Day7_yellow","Day7","yellow","Q8K2W6","PHD finger protein 13","PHD finger protein 13"
"1153","PGEN_.00g158020","ion binding","GO:0043167",164,"Day21_black","Day21","black","Q8K2W6","PHD finger protein 13","PHD finger protein 13"
"1154","PGEN_.00g158040","ion binding","GO:0043167",164,"Day21_black","Day21","black","Q5ZLY5","Pleckstrin homology domain-containing family F member 2 (PH domain-containing family F member 2)","Pleckstrin homology domain-containing family F member 2 "
"1155","PGEN_.00g158040","lipid binding","GO:0008289",17,"Day7_brown","Day7","brown","Q5ZLY5","Pleckstrin homology domain-containing family F member 2 (PH domain-containing family F member 2)","Pleckstrin homology domain-containing family F member 2 "
"1156","PGEN_.00g158040","ion binding","GO:0043167",66,"Day7_brown","Day7","brown","Q5ZLY5","Pleckstrin homology domain-containing family F member 2 (PH domain-containing family F member 2)","Pleckstrin homology domain-containing family F member 2 "
"1157","PGEN_.00g158920","ion binding","GO:0043167",273,"Day21_blue","Day21","blue","A0A0R4IBK5","E3 ubiquitin-protein ligase rnf213-alpha (EC 2.3.2.27) (EC 3.6.4.-) (Mysterin-A) (Mysterin-alpha) (RING finger protein 213-A) (RING finger protein 213-alpha) (RING-type E3 ubiquitin transferase rnf213-alpha)","E3 ubiquitin-protein ligase rnf213-alpha "
"1158","PGEN_.00g159600","enzyme binding","GO:0019899",31,"Day21_black","Day21","black","O95373","Importin-7 (Imp7) (Ran-binding protein 7) (RanBP7)","Importin-7 "
"1159","PGEN_.00g159800","structural molecule activity","GO:0005198",7,"Day21_magenta","Day21","magenta","Q9NX20","39S ribosomal protein L16, mitochondrial (L16mt) (MRP-L16) (Mitochondrial large ribosomal subunit protein uL16m)","39S ribosomal protein L16, mitochondrial "
"1160","PGEN_.00g159800","RNA binding","GO:0003723",9,"Day21_magenta","Day21","magenta","Q9NX20","39S ribosomal protein L16, mitochondrial (L16mt) (MRP-L16) (Mitochondrial large ribosomal subunit protein uL16m)","39S ribosomal protein L16, mitochondrial "
"1161","PGEN_.00g159950","ion binding","GO:0043167",154,"Day21_red","Day21","red","Q96BD5","PHD finger protein 21A (BHC80a) (BRAF35-HDAC complex protein BHC80)","PHD finger protein 21A "
"1162","PGEN_.00g160230","ion binding","GO:0043167",97,"Day21_yellow","Day21","yellow","Q6ITT3","Alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase C (EC 2.4.1.145) (N-glycosyl-oligosaccharide-glycoprotein N-acetylglucosaminyltransferase IVc) (GnT-IVc) (N-acetylglucosaminyltransferase IVc) (UDP-N-acetylglucosamine: alpha-1,3-D-mannoside beta-1,4-N-acetylglucosaminyltransferase IVc)","Alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase C "
"1163","PGEN_.00g160820","ion binding","GO:0043167",154,"Day21_red","Day21","red","Q4R550","Cysteine--tRNA ligase, cytoplasmic (EC 6.1.1.16) (Cysteinyl-tRNA synthetase) (CysRS)","Cysteine--tRNA ligase, cytoplasmic "
"1164","PGEN_.00g160860","DNA binding","GO:0003677",14,"Day7_yellow","Day7","yellow","A1YG61","ETS homologous factor (ETS domain-containing transcription factor)","ETS homologous factor "
"1165","PGEN_.00g160870","ion binding","GO:0043167",66,"Day7_brown","Day7","brown","P62875","DNA-directed RNA polymerases I, II, and III subunit RPABC5 (RNA polymerases I, II, and III subunit ABC5) (DNA-directed RNA polymerase III subunit L) (RNA polymerase II 7.6 kDa subunit) (RPB7.6) (RPB10 homolog)","DNA-directed RNA polymerases I, II, and III subunit RPABC5 "
"1166","PGEN_.00g161090","ion binding","GO:0043167",164,"Day21_black","Day21","black","Q9P1Y6","PHD and RING finger domain-containing protein 1","PHD and RING finger domain-containing protein 1"
"1167","PGEN_.00g161160","ion binding","GO:0043167",164,"Day21_black","Day21","black","Q9JLV6","Bifunctional polynucleotide phosphatase/kinase (DNA 5'-kinase/3'-phosphatase) (Polynucleotide kinase-3'-phosphatase) [Includes: Polynucleotide 3'-phosphatase (EC 3.1.3.32) (2'(3')-polynucleotidase); Polynucleotide 5'-hydroxyl-kinase (EC 2.7.1.78)]","Bifunctional polynucleotide phosphatase/kinase "
"1168","PGEN_.00g161160","DNA binding","GO:0003677",29,"Day21_black","Day21","black","Q9JLV6","Bifunctional polynucleotide phosphatase/kinase (DNA 5'-kinase/3'-phosphatase) (Polynucleotide kinase-3'-phosphatase) [Includes: Polynucleotide 3'-phosphatase (EC 3.1.3.32) (2'(3')-polynucleotidase); Polynucleotide 5'-hydroxyl-kinase (EC 2.7.1.78)]","Bifunctional polynucleotide phosphatase/kinase "
"1169","PGEN_.00g161270","oxidoreductase activity","GO:0016491",45,"Day14_brown","Day14","brown","Q8AVY8","Very-long-chain 3-oxoacyl-CoA reductase-B (EC 1.1.1.330) (17-beta-hydroxysteroid dehydrogenase 12-B) (17-beta-HSD 12-B) (3-ketoacyl-CoA reductase) (KAR) (Estradiol 17-beta-dehydrogenase 12-B) (EC 1.1.1.62)","Very-long-chain 3-oxoacyl-CoA reductase-B "
"1170","PGEN_.00g161400","enzyme binding","GO:0019899",37,"Day21_yellow","Day21","yellow","Q9XYM0","Adapter molecule Crk","Adapter molecule Crk"
"1171","PGEN_.00g161570","enzyme regulator activity","GO:0030234",22,"Day21_yellow","Day21","yellow","Q593B6","Coagulation factor V [Cleaved into: Coagulation factor V heavy chain; Coagulation factor V light chain]","Coagulation factor V [Cleaved into: Coagulation factor V heavy chain; Coagulation factor V light chain]"
"1172","PGEN_.00g161670","nuclease activity","GO:0004518",2,"Day21_black","Day21","black","Q17RS7","Flap endonuclease GEN homolog 1 (EC 3.1.-.-)","Flap endonuclease GEN homolog 1 "
"1173","PGEN_.00g161680","ion binding","GO:0043167",164,"Day21_black","Day21","black","Q9Z277","Tyrosine-protein kinase BAZ1B (EC 2.7.10.2) (Bromodomain adjacent to zinc finger domain protein 1B) (Williams syndrome transcription factor homolog) (Williams-Beuren syndrome chromosomal region 9 protein homolog)","Tyrosine-protein kinase BAZ1B "
"1174","PGEN_.00g161700","cytoskeletal protein binding","GO:0008092",32,"Day21_yellow","Day21","yellow","P13796","Plastin-2 (L-plastin) (LC64P) (Lymphocyte cytosolic protein 1) (LCP-1)","Plastin-2 "
"1175","PGEN_.00g161950","isomerase activity","GO:0016853",6,"Day14_brown","Day14","brown","Q9VL78","FK506-binding protein 59 (EC 5.2.1.8) (Peptidyl-prolyl cis-trans isomerase) (PPIase) (Rotamase) (dFKBP59)","FK506-binding protein 59 "
"1176","PGEN_.00g161950","isomerase activity","GO:0016853",4,"Day21_black","Day21","black","Q9VL78","FK506-binding protein 59 (EC 5.2.1.8) (Peptidyl-prolyl cis-trans isomerase) (PPIase) (Rotamase) (dFKBP59)","FK506-binding protein 59 "
"1177","PGEN_.00g162080","transmembrane transporter activity","GO:0022857",2,"Day21_yellow","Day21","yellow","O57321","Excitatory amino acid transporter 1 (SEAAT1) (Sodium-dependent glutamate/aspartate transporter) (GLAST)","Excitatory amino acid transporter 1 "
"1178","PGEN_.00g162080","ion binding","GO:0043167",97,"Day21_yellow","Day21","yellow","O57321","Excitatory amino acid transporter 1 (SEAAT1) (Sodium-dependent glutamate/aspartate transporter) (GLAST)","Excitatory amino acid transporter 1 "
"1179","PGEN_.00g162110","transcription factor binding","GO:0008134",2,"Day14_black","Day14","black","Q9BXC9","Bardet-Biedl syndrome 2 protein","Bardet-Biedl syndrome 2 protein"
"1180","PGEN_.00g162260","ion binding","GO:0043167",273,"Day21_blue","Day21","blue","P17427","AP-2 complex subunit alpha-2 (100 kDa coated vesicle protein C) (Adaptor protein complex AP-2 subunit alpha-2) (Adaptor-related protein complex 2 subunit alpha-2) (Alpha-adaptin C) (Alpha2-adaptin) (Clathrin assembly protein complex 2 alpha-C large chain) (Plasma membrane adaptor HA2/AP2 adaptin alpha C subunit)","AP-2 complex subunit alpha-2 "
"1181","PGEN_.00g162260","lipid binding","GO:0008289",17,"Day14_brown","Day14","brown","P17427","AP-2 complex subunit alpha-2 (100 kDa coated vesicle protein C) (Adaptor protein complex AP-2 subunit alpha-2) (Adaptor-related protein complex 2 subunit alpha-2) (Alpha-adaptin C) (Alpha2-adaptin) (Clathrin assembly protein complex 2 alpha-C large chain) (Plasma membrane adaptor HA2/AP2 adaptin alpha C subunit)","AP-2 complex subunit alpha-2 "
"1182","PGEN_.00g162260","protein-macromolecule adaptor activ...","GO:0030674",3,"Day14_brown","Day14","brown","P17427","AP-2 complex subunit alpha-2 (100 kDa coated vesicle protein C) (Adaptor protein complex AP-2 subunit alpha-2) (Adaptor-related protein complex 2 subunit alpha-2) (Alpha-adaptin C) (Alpha2-adaptin) (Clathrin assembly protein complex 2 alpha-C large chain) (Plasma membrane adaptor HA2/AP2 adaptin alpha C subunit)","AP-2 complex subunit alpha-2 "
"1183","PGEN_.00g162260","ion binding","GO:0043167",33,"Day14_brown","Day14","brown","P17427","AP-2 complex subunit alpha-2 (100 kDa coated vesicle protein C) (Adaptor protein complex AP-2 subunit alpha-2) (Adaptor-related protein complex 2 subunit alpha-2) (Alpha-adaptin C) (Alpha2-adaptin) (Clathrin assembly protein complex 2 alpha-C large chain) (Plasma membrane adaptor HA2/AP2 adaptin alpha C subunit)","AP-2 complex subunit alpha-2 "
"1184","PGEN_.00g162260","lipid binding","GO:0008289",32,"Day21_blue","Day21","blue","P17427","AP-2 complex subunit alpha-2 (100 kDa coated vesicle protein C) (Adaptor protein complex AP-2 subunit alpha-2) (Adaptor-related protein complex 2 subunit alpha-2) (Alpha-adaptin C) (Alpha2-adaptin) (Clathrin assembly protein complex 2 alpha-C large chain) (Plasma membrane adaptor HA2/AP2 adaptin alpha C subunit)","AP-2 complex subunit alpha-2 "
"1185","PGEN_.00g162260","enzyme binding","GO:0019899",35,"Day14_brown","Day14","brown","P17427","AP-2 complex subunit alpha-2 (100 kDa coated vesicle protein C) (Adaptor protein complex AP-2 subunit alpha-2) (Adaptor-related protein complex 2 subunit alpha-2) (Alpha-adaptin C) (Alpha2-adaptin) (Clathrin assembly protein complex 2 alpha-C large chain) (Plasma membrane adaptor HA2/AP2 adaptin alpha C subunit)","AP-2 complex subunit alpha-2 "
"1186","PGEN_.00g162330","enzyme regulator activity","GO:0030234",22,"Day21_yellow","Day21","yellow","Q24306","Death-associated inhibitor of apoptosis 1 (EC 2.3.2.27) (Apoptosis 1 inhibitor) (E3 ubiquitin-protein ligase th) (Inhibitor of apoptosis 1) (Protein thread) (RING-type E3 ubiquitin transferase Diap1)","Death-associated inhibitor of apoptosis 1 "
"1187","PGEN_.00g162330","enzyme binding","GO:0019899",37,"Day21_yellow","Day21","yellow","Q24306","Death-associated inhibitor of apoptosis 1 (EC 2.3.2.27) (Apoptosis 1 inhibitor) (E3 ubiquitin-protein ligase th) (Inhibitor of apoptosis 1) (Protein thread) (RING-type E3 ubiquitin transferase Diap1)","Death-associated inhibitor of apoptosis 1 "
"1188","PGEN_.00g162660","oxidoreductase activity","GO:0016491",45,"Day14_brown","Day14","brown","Q3T001","17-beta-hydroxysteroid dehydrogenase type 6 (17-beta-HSD 6) (17-beta-HSD6) (EC 1.1.1.105) (EC 1.1.1.239) (EC 1.1.1.62) (3-alpha->beta-hydroxysteroid epimerase) (3-alpha->beta-HSE) (Oxidative 3-alpha hydroxysteroid dehydrogenase)","17-beta-hydroxysteroid dehydrogenase type 6 "
"1189","PGEN_.00g162680","translation factor activity, RNA bi...","GO:0008135",9,"Day21_black","Day21","black","P78344","Eukaryotic translation initiation factor 4 gamma 2 (eIF-4-gamma 2) (eIF-4G 2) (eIF4G 2) (Death-associated protein 5) (DAP-5) (p97)","Eukaryotic translation initiation factor 4 gamma 2 "
"1190","PGEN_.00g162680","RNA binding","GO:0003723",53,"Day21_black","Day21","black","P78344","Eukaryotic translation initiation factor 4 gamma 2 (eIF-4-gamma 2) (eIF-4G 2) (eIF4G 2) (Death-associated protein 5) (DAP-5) (p97)","Eukaryotic translation initiation factor 4 gamma 2 "
"1191","PGEN_.00g163390","transmembrane transporter activity","GO:0022857",9,"Day14_black","Day14","black","Q9JKQ2","Prestin (Solute carrier family 26 member 5)","Prestin "
"1192","PGEN_.00g163390","transmembrane transporter activity","GO:0022857",2,"Day7_green","Day7","green","Q9JKQ2","Prestin (Solute carrier family 26 member 5)","Prestin "
"1193","PGEN_.00g163440","ion binding","GO:0043167",273,"Day21_blue","Day21","blue","Q5SVZ6","Zinc finger MYM-type protein 1","Zinc finger MYM-type protein 1"
"1194","PGEN_.00g163470","structural molecule activity","GO:0005198",5,"Day21_red","Day21","red","Q9Z0W3","Nuclear pore complex protein Nup160 (160 kDa nucleoporin) (Gene trap locus 1-13 protein) (GTL-13) (Nucleoporin Nup160)","Nuclear pore complex protein Nup160 "
"1195","PGEN_.00g163870","structural molecule activity","GO:0005198",2,"Day21_blue","Day21","blue","P18426","S-crystallin SL11 (Major lens polypeptide)","S-crystallin SL11 "
"1196","PGEN_.00g164100","DNA binding","GO:0003677",14,"Day7_yellow","Day7","yellow","Q62735","Bile acid receptor (Farnesoid X-activated receptor) (Farnesol receptor HRR-1) (Nuclear receptor subfamily 1 group H member 4) (Retinoid X receptor-interacting protein 14) (RXR-interacting protein 14)","Bile acid receptor "
